Date/Time,1502_O_BLPK,2071_O_NOSD,2676_O_ESLG,3127_O_PTBZ,3555_O_SCLL,3914_O_SOSD,4387_O_EDWD,4431_O_WBG,4530_O_CNTP,5179_O_SHRP,5444_O_HMSD,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,5878_O_BLOO,6017_O_BRHT,6018_O_PTBZ,6312_O_SQHS,6582_O_OAKD,7543_O_MILL,8356_O_OHRA,8941_O_MTLE
2017-12-17 12:45:00,2239.866666666667,,12666.4,4514.0,1879.666666666667,3097.666666666666,5610.866666666668,1719.8666666666666,1802.533333333333,,5217.066666666667,,,3375.733333333333,,3808.066666666666,4104.066666666667,3253.866666666667,3056.4,,,7070.0666666666675
2017-12-17 13:00:00,2175.933333333333,,12781.133333333333,4306.0,1814.8666666666666,10348.866666666667,5666.4,1630.2666666666669,1869.533333333333,,5648.533333333334,,,2990.666666666666,,4095.4666666666662,4141.066666666667,3044.2,2575.6666666666665,,,6810.0666666666675
2017-12-17 13:15:00,2308.933333333333,,13271.266666666665,4151.666666666667,1834.333333333333,3095.5333333333333,4950.266666666666,1575.7333333333331,1842.2,,3153.4666666666667,,,2543.333333333333,,5360.733333333334,5681.0,2773.333333333333,2501.4,,,6416.133333333332
2017-12-17 13:30:00,2207.8,,13532.133333333333,4006.666666666666,1909.666666666667,3167.133333333333,4532.733333333334,1619.0666666666666,1759.2666666666669,,2688.5333333333333,,,2832.5333333333333,,4169.466666666666,3528.0,2771.066666666666,2422.4666666666667,,,5250.533333333334
2017-12-17 13:45:00,2383.2,,13674.333333333336,4168.6,1971.333333333333,2965.666666666666,4482.533333333334,1565.0666666666666,1927.0,,4726.133333333333,,,2464.866666666667,,3704.733333333333,3539.933333333333,2773.066666666666,2457.733333333333,,,5053.8
2017-12-17 14:00:00,2480.6666666666665,,13888.8,4242.133333333333,1868.4,2935.8,4393.2,1549.2666666666669,2217.733333333333,,4674.2,,,2402.933333333333,,3725.5333333333333,3728.333333333334,2981.933333333333,2472.933333333333,,,4617.333333333333
2017-12-17 14:15:00,2334.4666666666667,,14040.866666666667,4110.6,1869.8,2885.4666666666667,4036.866666666667,1697.0666666666666,2232.266666666667,,3958.8,,,2476.333333333333,,3941.2,3766.4666666666662,2918.066666666666,2550.0,,,3775.133333333333
2017-12-17 14:30:00,2249.133333333333,,14121.533333333333,4217.133333333333,1941.9333333333332,2861.133333333333,3949.4,1573.8,1918.533333333333,,3360.0,,,2430.933333333333,,3769.0,3657.4,2698.5333333333333,2555.6,,,3574.0
2017-12-17 14:45:00,2730.4,,13865.4,4592.133333333333,1886.466666666667,2893.333333333333,3828.5333333333333,1561.4,2255.8,,3647.666666666666,,,2542.5333333333333,,3628.8,3595.4666666666667,2716.0666666666666,2568.6666666666665,,,3442.133333333333
2017-12-17 15:00:00,2834.133333333333,,13437.333333333336,4838.333333333333,1965.9333333333332,2958.733333333333,3784.0,1715.1333333333334,2837.8,,4590.266666666666,,,2734.0666666666666,,3724.933333333333,3918.866666666667,3004.0,2567.5333333333333,,,3212.933333333333
2017-12-17 15:15:00,2682.4,,13407.666666666664,4634.266666666666,1844.6,3077.4666666666667,3784.6,1935.666666666667,2922.133333333333,,3921.2,,,2790.866666666667,,3072.6,4425.0,3090.666666666666,2565.4,,,3189.866666666667
2017-12-17 15:30:00,2710.4,,12967.4,4421.533333333334,1764.9333333333334,5701.266666666666,4122.0,2252.4666666666667,2020.4,,4096.866666666667,,,3120.8,,2972.8,4222.11111111111,3189.933333333333,2541.733333333333,,,3104.066666666666
2017-12-17 15:45:00,2979.933333333333,,12742.133333333333,4372.866666666667,1783.533333333333,3414.333333333333,4170.0,2660.8,2037.466666666667,,3861.5333333333333,,,2800.333333333333,,3025.4666666666667,1908.5384615384612,3112.4666666666667,2518.866666666667,,,2897.266666666667
2017-12-17 16:00:00,3047.266666666667,,12770.4,4396.666666666667,1866.6,3196.866666666667,4447.6,2670.733333333333,2070.6,,3824.733333333333,,,2561.933333333333,,3133.333333333333,3729.733333333333,2795.8,2535.4,,,2805.133333333333
2017-12-17 16:15:00,3133.6,,12737.2,4595.266666666666,1893.0666666666666,3416.133333333333,4630.133333333333,2739.0666666666666,2164.6666666666665,,3666.733333333333,,,2457.933333333333,,3189.4,4266.6,2664.4,2569.8,,,2952.733333333333
2017-12-17 16:30:00,3196.0,,12989.066666666668,4460.266666666666,1923.0666666666666,3310.866666666667,4778.733333333334,2904.133333333333,1964.2666666666669,,3346.6,,,2554.6666666666665,,3288.5333333333333,4024.333333333334,2916.666666666666,2871.666666666666,,,2955.4
2017-12-17 16:45:00,3073.733333333333,,13230.066666666668,4940.0,2261.4666666666667,3533.333333333333,4417.466666666666,2865.8,2011.7333333333331,,3767.4666666666662,,,3799.133333333333,,4152.0,4529.666666666667,3175.666666666666,3211.4,,,2944.2
2017-12-17 17:00:00,3292.0,,12919.066666666668,5631.466666666666,2845.733333333333,3835.666666666666,4442.8,3317.2,2125.2,,4981.333333333333,,,2641.4,,3589.666666666666,5097.533333333334,3249.133333333333,3612.4,,,2966.2
2017-12-17 17:15:00,3503.6,,12464.066666666668,6423.266666666666,2968.333333333333,4113.8,4421.133333333333,3291.866666666667,2284.2,,5196.933333333333,,,3848.0,,3717.066666666666,5698.2,3563.8,3999.8,,,3024.266666666667
2017-12-17 17:30:00,3560.333333333333,,12285.266666666665,6788.466666666666,3257.133333333333,4284.466666666666,4228.933333333333,3059.4666666666667,2489.0,,5780.2,,,2888.0,,3915.4666666666662,6367.266666666666,3929.0,4306.066666666667,,,3071.866666666667
2017-12-17 17:45:00,3834.066666666666,,12316.866666666667,7282.533333333334,3696.285714285714,4540.266666666666,4111.4,3097.4,2725.866666666667,,6222.2,,,3012.5333333333333,,4302.4,6699.466666666666,3926.733333333333,4740.666666666667,,,2987.6
2017-12-17 18:00:00,3975.5333333333333,,12282.533333333333,7331.9333333333325,,4991.733333333334,4610.266666666666,3800.266666666667,3162.5333333333333,,5656.533333333334,,,3492.133333333333,,4374.933333333333,6457.9333333333325,4242.533333333334,5031.0,,,3171.266666666667
2017-12-17 18:15:00,4079.733333333333,,11860.8,7329.133333333332,,4935.466666666666,5032.733333333334,4005.933333333333,3685.2,,6128.533333333334,,,3827.266666666667,,4721.2,6749.533333333334,4982.8,5866.466666666666,,,3539.866666666667
2017-12-17 18:30:00,5103.2,,11522.133333333333,7355.0666666666675,,4882.866666666667,5344.933333333333,3798.133333333333,3443.333333333333,,6789.8,,,4241.6,,4878.533333333334,6926.8,5218.866666666667,6327.266666666666,,,3775.0
2017-12-17 18:45:00,4846.2,,11260.4,7369.0666666666675,,5043.6,5835.0666666666675,3865.4666666666662,3367.4666666666667,,6385.666666666668,,,4414.0,,4816.466666666666,6931.0666666666675,5029.2,5188.666666666667,,,3620.866666666667
2017-12-17 19:00:00,5866.333333333332,,11257.733333333335,7501.866666666668,,4805.2,6041.866666666668,3781.0,3309.2,,6354.133333333332,,,4513.4,,5015.2,6984.2,4786.0,5779.466666666666,,,3711.266666666667
2017-12-17 19:15:00,5371.2,,11184.866666666667,7607.466666666666,,4919.0,6017.0,3695.666666666666,3429.933333333333,,6604.133333333332,,,4579.933333333333,,5480.533333333334,6954.666666666668,4980.2,5883.9333333333325,,,3872.2
2017-12-17 19:30:00,5393.733333333334,,11120.066666666668,7711.866666666668,,4828.066666666667,5616.4,3867.6,3636.266666666667,,6847.266666666666,,,4503.8,,5367.266666666666,7059.133333333332,5242.933333333333,5684.866666666668,,,3949.666666666666
