Date/Time,1022_O_RGSQ,1282_O_BCVW,1404_O_TROY,1502_O_BLPK,1639_O_ELIB,1741_O_PTBZ,1870_O_BLPK,1955_O_PETE,2071_O_NOSD,2281_O_HiPK,2319_O_DWNTN,2326_O_USCL,4321_O_HMTP,4431_O_WBG,4530_O_CNTP,5283_O_PTBZ,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6227_O_ELIB,7543_O_MILL,8284_O_SWPK,8749_O_CRFT,8941_O_MTLE
2017-02-17 20:15:00,,,,,3765.2,,,,3664.933333333333,3082.866666666667,,2700.6666666666665,2017.333333333333,,,4610.133333333333,,,,,,3158.5333333333333,,
2017-02-17 20:30:00,,,,,3862.4,,,,3903.8,3191.933333333333,,2995.066666666666,2237.266666666667,,,4240.0,,,,,,3232.2,,
2017-02-17 20:45:00,,,,,4080.666666666666,,,,3635.8,3322.5333333333333,,3356.066666666666,2850.8,,,3856.2,,,,,,3329.4666666666667,,
2017-02-17 21:00:00,,,,,4327.666666666667,,,,3573.866666666667,2980.333333333333,,3551.866666666667,3019.266666666667,,,5800.6,,,,,,3533.333333333333,,
2017-02-17 21:15:00,,,,,4327.4,,,,3830.5333333333333,3284.933333333333,,3694.4,3283.866666666667,,,8115.6,,,,,,3786.266666666667,,
2017-02-17 21:30:00,,5687.0,,,3712.333333333334,,,,4057.2,3988.4,,4089.666666666666,3404.266666666667,,,9902.333333333334,,,,,,3937.4666666666662,,
2017-02-17 21:45:00,,5049.466666666666,,,4106.933333333333,,,,4302.333333333333,4337.866666666667,,3997.066666666666,3554.6,,,8990.733333333334,,,,,,4661.0,,
2017-02-17 22:00:00,,4701.266666666666,,,4043.333333333334,,,,4340.2,5207.933333333333,,3727.133333333333,3559.4666666666667,,,8633.2,,,,,,6898.466666666666,,
2017-02-17 22:15:00,,3304.266666666667,,,4869.533333333334,,,,4694.333333333333,3238.4666666666667,,3593.0,3478.4666666666667,,,10045.6,,,,,,7468.333333333332,,
2017-02-17 22:30:00,,3296.133333333333,,,5861.133333333332,,,,5040.466666666666,3964.933333333333,,3553.133333333333,3339.0,,,12129.8,,,,,,6924.466666666666,,
2017-02-17 22:45:00,,3083.0,,,7761.533333333334,,,,5574.533333333334,11411.666666666664,,3560.133333333333,3417.266666666667,,,9994.466666666667,,,,,7884.333333333332,7362.733333333334,,
2017-02-17 23:00:00,,2691.8,,,11328.266666666665,,,,5552.8,11313.866666666667,,3621.8,3572.266666666667,,,8803.466666666667,,,,,8313.866666666667,7387.8,,
2017-02-17 23:15:00,,2435.266666666667,,,5033.533333333334,,,,5414.666666666667,13262.733333333335,,3648.933333333333,3585.133333333333,,,8942.133333333333,,,,,7952.8,7201.533333333334,,
2017-02-17 23:30:00,,2291.133333333333,,,5482.533333333334,,,,5231.4,11555.8,,3538.866666666667,3601.2,,,8963.2,,,,,7300.0666666666675,8663.133333333333,,
2017-02-17 23:45:00,,2258.8,,,6735.733333333334,,,,5096.266666666666,14474.4,,3580.066666666666,3511.0,,,9207.933333333332,,,,,6998.333333333332,8401.666666666666,,
