Date/Time,1040_O_MCCA,2071_O_NOSD,4124_O_FRONT,4431_O_WBG,4584_O_MOON,5571_O_BUFF,5662_O_DOWN,5679_O_BLOO,6227_O_ELIB,6386_O_SOSI,7543_O_MILL,7956_O_BELL
2016-11-23 03:45:00,8921.733333333334,4513.266666666666,6096.333333333332,3335.333333333333,3105.066666666666,5584.666666666668,4905.866666666667,5829.6,6237.466666666666,5439.2,,4787.466666666666
2016-11-23 04:00:00,7515.4,4509.6,6126.666666666668,3609.933333333333,3084.733333333333,5823.2,4737.133333333333,5926.2,6549.466666666666,5588.4,,5083.866666666667
2016-11-23 04:15:00,6679.4,4854.866666666667,6209.9333333333325,3414.6,3012.933333333333,4975.066666666667,4818.0,6054.4,7007.333333333332,5716.533333333334,,5182.4
2016-11-23 04:30:00,6825.866666666668,4870.4,6325.266666666666,3529.066666666666,3037.666666666666,5332.4,4803.266666666666,6072.4,7604.6,5816.9333333333325,,5073.266666666666
2016-11-23 04:45:00,7587.533333333334,4888.266666666666,6467.533333333334,3681.8,3026.4666666666667,5542.666666666668,4926.666666666667,6383.866666666668,7252.133333333332,5339.333333333333,,5180.6
2016-11-23 05:00:00,7560.733333333334,4723.733333333334,6533.866666666668,3822.933333333333,3195.866666666667,5205.6,5337.066666666667,6459.333333333332,7296.6,5774.0,,5368.6
2016-11-23 05:15:00,7478.133333333332,4694.6,6602.266666666666,3863.6,3308.4,4333.6,5813.666666666668,6464.266666666666,7417.2,6011.8,,5389.2
2016-11-23 05:30:00,8227.2,4740.4,6531.2,3641.266666666667,3616.0,4634.333333333333,5965.0,6494.9333333333325,7314.8,6277.8,,5469.2
2016-11-23 05:45:00,8017.6,5033.866666666667,6775.9333333333325,3723.0,3203.933333333333,3837.666666666666,5831.9333333333325,6690.0666666666675,7488.2,6610.133333333332,,5488.666666666667
2016-11-23 06:00:00,7595.133333333332,5338.933333333333,6996.866666666668,3709.4,3174.0,3449.4,6452.0,6774.533333333334,7800.133333333332,6920.733333333334,,5473.466666666666
2016-11-23 06:15:00,7229.533333333334,5369.066666666667,7976.9333333333325,3639.933333333333,3069.866666666667,3494.5333333333333,7024.0,6861.666666666668,8144.6,6890.133333333332,,5566.8
