Date/Time,4363_O_SQHS,7915_O_ROSS,8998_O_CHAR,5571_O_BUFF,1249_O_GRTR,8367_O_DORM,5088_O_DORM,3794_O_DORM,2759_O_BRHT,5624_O_BUFF,4431_O_WBG,8941_O_MTLE,4179_O_SPHL,5623_O_LWCV,3781_O_EDTW
2018-12-14 20:30:00,7048.333333333333,3372.8,500.3333333333333,4444.866666666667,3081.133333333333,3890.8,5071.933333333333,4132.266666666666,6649.066666666667,4444.866666666667,,1838.6,4967.2,3061.8,5667.333333333333
2018-12-14 20:45:00,7550.333333333333,3541.133333333333,515.4,4469.0,3010.5333333333333,3882.0,5256.6,4395.0,8923.866666666667,4469.0,,2199.2,5768.266666666666,3597.866666666667,5328.266666666666
2018-12-14 21:00:00,11322.466666666667,4506.8,21562.533333333333,4851.4,3095.8,4224.466666666666,4967.133333333333,4478.133333333333,8765.466666666667,4851.4,,2271.0666666666666,6309.533333333334,3403.9333333333334,6264.133333333333
2018-12-14 21:15:00,14564.2,4636.6,31243.133333333335,4779.866666666667,3361.733333333333,3996.266666666667,5238.066666666667,4524.066666666667,7827.4,4779.866666666667,,2427.2,6384.666666666667,4457.4,6468.6
2018-12-14 21:30:00,10715.866666666667,4348.466666666666,32535.4,4926.466666666666,3141.2,3647.2,4468.333333333333,4139.333333333333,7903.266666666666,4926.466666666666,,2510.6,6991.133333333333,4128.666666666667,7070.4
2018-12-14 21:45:00,8031.666666666667,5107.0,32596.666666666668,4575.533333333334,3007.4,3803.4666666666667,4074.4,4754.8,8188.0,4575.533333333334,,2509.733333333333,7051.866666666667,3947.133333333333,7734.533333333334
2018-12-14 22:00:00,7009.6,4147.533333333334,31851.6,4116.4,3160.4666666666667,3497.3333333333335,3821.6666666666665,4957.4,8202.933333333332,4116.4,,2718.9333333333334,6685.533333333334,4039.4666666666667,7613.066666666667
2018-12-14 22:15:00,6309.8,5367.333333333333,29777.333333333332,4528.333333333333,5206.0,3621.9333333333334,4062.9333333333334,4812.933333333333,8327.4,4528.333333333333,,2448.9333333333334,6586.666666666667,3892.3333333333335,7112.666666666667
2018-12-14 22:30:00,6207.666666666667,3804.866666666667,27351.533333333333,5835.733333333334,7519.8,7175.133333333333,5081.733333333334,4652.933333333333,8741.6,5835.733333333334,,2327.8,6277.066666666667,3723.866666666667,6733.666666666667
2018-12-14 22:45:00,6040.75,3419.266666666667,22483.866666666665,6669.0,6781.466666666666,8009.266666666666,9454.666666666666,4070.8,8687.133333333333,6669.0,,2364.4666666666667,5499.0,3562.9333333333334,5721.666666666667
2018-12-14 23:00:00,791.0,3433.266666666667,16471.8,6417.4,5925.533333333334,7119.6,10126.866666666667,3656.3333333333335,8503.666666666666,6417.4,,1976.0666666666666,5559.333333333333,3563.3333333333335,6413.0
2018-12-14 23:15:00,917.5714285714286,3901.9333333333334,14515.4,5018.066666666667,4423.333333333333,6339.333333333333,8994.333333333334,4093.6666666666665,8269.8,5018.066666666667,,1913.4,5783.8,3491.4,7068.6
2018-12-14 23:30:00,873.25,4270.933333333333,12461.0,5379.266666666666,4847.2,5854.466666666666,8009.6,3914.3333333333335,8163.2,5379.266666666666,,1840.4,5878.466666666666,3370.2,6972.333333333333
2018-12-14 23:45:00,,5137.6,9056.066666666668,7033.066666666667,5198.666666666667,6376.0,7575.333333333333,5084.133333333333,8173.733333333334,7033.066666666667,,1786.2666666666667,5335.933333333333,3353.5333333333333,6759.466666666666
2018-12-15 00:00:00,,5916.0,7477.533333333334,7262.466666666666,5280.133333333333,6823.8,8112.333333333333,8108.6,7497.933333333333,7262.466666666666,,1762.6,5775.666666666667,3125.9333333333334,7131.2
2018-12-15 00:15:00,,5215.0,6412.2,5840.4,5014.0,6663.8,7473.933333333333,7556.133333333333,7779.8,5840.4,,1715.4,5478.6,3133.2,7015.666666666667
2018-12-15 00:30:00,4337.636363636364,5121.933333333333,5430.6,5627.6,4748.066666666667,6342.866666666667,6972.066666666667,6243.866666666667,7262.333333333333,5627.6,,1675.7333333333333,5449.466666666666,4214.466666666666,6987.333333333333
2018-12-15 00:45:00,5149.133333333333,5251.333333333333,3966.4,5956.866666666667,4778.8,5834.533333333334,6742.733333333334,6036.666666666667,6650.6,5956.866666666667,,1537.8666666666666,5398.2,3507.4,7677.333333333333
2018-12-15 01:00:00,5105.866666666667,5188.933333333333,3474.6,6489.4,4501.666666666667,4922.266666666666,6623.6,6005.666666666667,6433.866666666667,6489.4,,1463.9333333333334,5237.333333333333,3323.133333333333,7906.2
2018-12-15 01:15:00,6140.0,5442.866666666667,2503.733333333333,8235.733333333334,4439.066666666667,5015.4,6502.866666666667,6026.6,6222.6,8235.733333333334,,1469.4,5302.6,3389.866666666667,8281.933333333332
2018-12-15 01:30:00,5582.266666666666,5493.466666666666,2244.6,13289.866666666667,4118.066666666667,5139.2,6561.133333333333,6077.133333333333,6637.555555555556,13289.866666666667,,1382.2,5714.4,3300.866666666667,7917.533333333334
2018-12-15 01:45:00,5702.6,5950.533333333334,1605.4,15160.6,4094.6,5050.866666666667,6610.466666666666,6051.666666666667,,15160.6,,1307.8666666666666,5599.666666666667,3176.4,7792.533333333334
2018-12-15 02:00:00,5938.6,5867.133333333333,1511.9333333333334,13258.8,4222.8,5525.933333333333,6520.2,5917.733333333334,,13258.8,,1183.0,5674.266666666666,3252.6,7890.4
2018-12-15 02:15:00,6034.0,6421.8,1118.8666666666666,10429.8,4175.533333333334,5678.466666666666,6711.4,5873.133333333333,,10429.8,,1042.6,6167.933333333333,3229.9333333333334,8361.6
2018-12-15 02:30:00,6143.4,6406.4,1061.3333333333333,9608.666666666666,4209.133333333333,5617.466666666666,6598.8,5784.066666666667,,9608.666666666666,,1078.3333333333333,6248.666666666667,3044.0666666666666,8352.0
2018-12-15 02:45:00,6075.533333333334,6817.066666666667,817.2666666666667,9934.733333333334,4262.866666666667,5543.466666666666,6912.266666666666,5650.133333333333,,9934.733333333334,,1188.1333333333334,6136.6,3166.6666666666665,8629.0
2018-12-15 03:00:00,6022.666666666667,6861.0,813.0666666666667,9636.666666666666,3995.4666666666667,5238.333333333333,7083.666666666667,5551.066666666667,,9636.666666666666,,1074.5333333333333,5930.2,3192.6666666666665,8205.333333333334
2018-12-15 03:15:00,6126.2,6989.333333333333,619.6,9813.333333333334,3968.266666666667,4518.933333333333,6880.866666666667,5572.4,,9813.333333333334,,950.6,4752.6,2857.133333333333,7786.733333333334
2018-12-15 03:30:00,5685.066666666667,6600.666666666667,612.2666666666667,7905.466666666666,3624.0,4595.4,6659.666666666667,5580.6,,7905.466666666666,,742.2,4643.733333333334,2549.3333333333335,7627.666666666667
2018-12-15 03:45:00,5020.333333333333,5872.6,509.1333333333333,8362.066666666668,3145.0666666666666,4795.6,6359.066666666667,5601.466666666666,,8362.066666666668,,640.2666666666667,4679.133333333333,2181.5333333333333,7211.933333333333
2018-12-15 04:00:00,4576.8,5331.0,495.06666666666666,7429.6,2831.6,4965.133333333333,6063.8,5613.466666666666,,7429.6,,618.6666666666666,4677.666666666667,2111.8,6947.8
2018-12-15 04:15:00,4537.266666666666,5602.466666666666,412.6666666666667,7018.6,2456.133333333333,4646.666666666667,6247.133333333333,5479.6,,7018.6,,955.3333333333334,4143.8,2072.4,6982.666666666667
2018-12-15 04:30:00,4237.733333333334,5906.933333333333,414.53333333333336,6751.6,3387.866666666667,3203.266666666667,5447.8,5337.733333333334,,6751.6,,1967.8666666666666,3482.733333333333,1904.2,7197.066666666667
2018-12-15 04:45:00,3759.9333333333334,6169.533333333334,347.4,6724.0,3200.9333333333334,2590.5333333333333,4553.866666666667,5379.466666666666,,6724.0,,1053.4,3405.0666666666666,1954.6,6764.6
2018-12-15 05:00:00,2705.5333333333333,5424.866666666667,357.0,6303.8,2311.5333333333333,2219.6666666666665,3281.6,5280.933333333333,,6303.8,,740.8,3133.4666666666667,1774.5333333333333,6060.466666666666
2018-12-15 05:15:00,2337.0666666666666,5297.933333333333,300.1333333333333,6002.066666666667,1364.6666666666667,2428.8,2622.2,4968.266666666666,,6002.066666666667,,666.1333333333333,3353.733333333333,1291.6,5751.8
2018-12-15 05:30:00,2058.6666666666665,3593.2,302.3333333333333,5500.666666666667,1115.6666666666667,2800.4666666666667,2504.133333333333,5116.133333333333,,5500.666666666667,,697.2666666666667,2972.4666666666667,1114.4,5043.466666666666
2018-12-15 05:45:00,1793.1333333333334,2852.8,282.4,5270.6,1169.2,2818.9333333333334,2286.4666666666667,5013.133333333333,,5270.6,,672.3333333333334,2751.733333333333,1073.4666666666667,4868.2
2018-12-15 06:00:00,1575.9333333333334,2092.2,245.86666666666667,5010.933333333333,1195.5333333333333,3419.6,2644.9333333333334,4297.866666666667,,5010.933333333333,,782.6666666666666,2662.5333333333333,1020.6,4566.466666666666
2018-12-15 06:15:00,1528.2,2502.6,231.93333333333334,5179.866666666667,1403.3333333333333,3480.733333333333,2954.0666666666666,3474.4666666666667,,5179.866666666667,,824.0,2577.4,1611.6,3858.866666666667
2018-12-15 06:30:00,1893.2,3437.5333333333333,210.8,6152.933333333333,1747.5333333333333,1991.4666666666667,2482.133333333333,2442.8,,6152.933333333333,,852.2,2548.133333333333,1470.5333333333333,4217.8
2018-12-15 06:45:00,2878.733333333333,3608.6,214.0,6457.266666666666,1356.5333333333333,2254.9333333333334,3006.2,1947.2666666666667,,6457.266666666666,,800.3333333333334,2055.733333333333,1360.6666666666667,3718.9333333333334
2018-12-15 07:00:00,3093.5333333333333,3765.4,191.86666666666667,5279.6,1299.7333333333333,2393.9333333333334,3065.4666666666667,2323.5333333333333,,5279.6,,773.9333333333333,2091.5333333333333,1115.8666666666666,3471.4
2018-12-15 07:15:00,3066.4666666666667,4288.333333333333,199.13333333333333,5305.666666666667,1177.6,2164.4666666666667,2620.0666666666666,2557.6,,5305.666666666667,,799.3333333333334,2366.6,1116.4,4234.2
2018-12-15 07:30:00,2706.266666666667,5152.733333333334,177.8,5259.0,1234.7333333333333,2411.2,2916.9333333333334,2951.9333333333334,,5259.0,,803.4666666666667,2634.9333333333334,1212.8666666666666,4136.466666666666
