Date/Time,2784_O_SQHL,3353_O_MEWD,3911_O_HIPK,1571_O_BLPK,8936_O_WMIF,8230_O_OHAK,2544_O_MANA,6098_O_WMIF,8063_O_PTBR,5572_O_MESD,5351_O_PTBR,1213_O_ROSS,1613_O_FDCY,4278_O_EDWD
2024-08-18 07:15:00,1398.6666666666667,5278.933333333333,1302.6666666666667,,1072.4,2552.0,,,1341.3333333333333,7498.266666666666,1415.8,2249.4,,1334.6
2024-08-18 07:30:00,1407.0,5266.6,1309.9333333333334,,1058.6666666666667,2547.4,,,1367.4,7373.6,1428.9333333333334,2153.3333333333335,,1253.1333333333334
2024-08-18 07:45:00,1325.0666666666666,5140.4,1293.0,1673.1,1067.2,2513.5333333333333,,,1336.3333333333333,7151.466666666666,1353.6666666666667,2222.9333333333334,,1292.0
2024-08-18 08:00:00,1323.0,4957.733333333334,1343.5333333333333,,1100.1333333333334,2547.6666666666665,,,1372.4666666666667,6938.8,1332.6,2284.2,,1294.4666666666667
2024-08-18 08:15:00,1644.4666666666667,4843.866666666667,1591.5333333333333,,1425.8,2333.2,,,1621.7333333333333,6636.266666666666,1643.0666666666666,2393.6,,1429.1333333333334
2024-08-18 08:30:00,2350.5333333333333,4748.6,2141.866666666667,,1533.4666666666667,2276.0,,,2171.0666666666666,6687.4,2031.6666666666667,2675.866666666667,,1896.0
2024-08-18 08:45:00,2719.0,5060.333333333333,2645.8,,1318.6666666666667,2259.5333333333333,,,2750.266666666667,6581.066666666667,2588.4,3118.266666666667,,2650.866666666667
2024-08-18 09:00:00,2309.0666666666666,4996.4,2943.6,,1319.6666666666667,2045.0,,,2771.6,6508.466666666666,2631.9333333333334,3378.0666666666666,,2649.6666666666665
2024-08-18 09:15:00,2280.866666666667,4749.8,2742.9333333333334,,1408.2666666666667,1743.6,,,2549.133333333333,6419.266666666666,2396.2,3515.9333333333334,,2366.9333333333334
2024-08-18 09:30:00,2234.6666666666665,4492.866666666667,2556.6,,1399.3333333333333,1491.1333333333334,,,2567.133333333333,6554.533333333334,2512.733333333333,3486.6,,2352.8
2024-08-18 09:45:00,1978.4666666666667,4359.533333333334,2239.5333333333333,,1277.2,1289.5333333333333,,,2598.266666666667,6338.866666666667,2480.5333333333333,3369.0,,2435.4
2024-08-18 10:00:00,1922.2,4408.733333333334,1969.5333333333333,,1294.0666666666666,1274.6666666666667,,,2484.3333333333335,6293.733333333334,2417.9333333333334,3042.5333333333333,,2343.6
2024-08-18 10:15:00,1964.1333333333334,5300.866666666667,1948.8666666666666,,1243.0666666666666,1175.4666666666667,,,2161.9333333333334,6776.133333333333,2293.8,2838.9333333333334,,1993.7333333333333
2024-08-18 10:30:00,1562.7333333333333,4869.733333333334,1936.5333333333333,,1252.0,1121.3333333333333,,,2133.4666666666667,8176.8,2137.2,2756.866666666667,,1874.8
2024-08-18 10:45:00,1386.6,5053.466666666666,1595.7333333333333,,1229.9333333333334,1331.2666666666667,,,1846.1333333333334,9092.066666666668,1871.3333333333333,2405.866666666667,,1754.9333333333334
2024-08-18 11:00:00,1340.2666666666667,5319.0,1446.4666666666667,733.0,1415.3333333333333,1186.6666666666667,,,1684.8,8329.4,1748.3333333333333,1930.9333333333334,,1543.8666666666666
2024-08-18 11:15:00,1265.1333333333334,5329.666666666667,1446.8666666666666,1076.8,1558.4666666666667,1191.0666666666666,,,1567.0,7960.533333333334,1636.0666666666666,1690.3333333333333,,1380.6
2024-08-18 11:30:00,1139.7333333333333,4769.6,1444.9333333333334,1010.8666666666667,1450.0666666666666,1236.6666666666667,,,1415.0666666666666,7637.0,1371.8,1241.8666666666666,,1320.5333333333333
2024-08-18 11:45:00,1114.5333333333333,4434.8,1275.1333333333334,953.0,1244.2,1262.4666666666667,,,1245.2,7318.266666666666,1229.4666666666667,1160.7333333333333,,1365.4
2024-08-18 12:00:00,1328.2,4174.333333333333,1225.8,988.6666666666666,1102.0666666666666,1234.1333333333334,,,1393.3333333333333,7183.0,1335.4,1016.8,,1522.2666666666667
2024-08-18 12:15:00,1253.4,4236.6,1185.6666666666667,897.8666666666667,1062.4666666666667,1261.5333333333333,,,1412.6,6847.933333333333,1246.2,828.0666666666667,,1374.0
2024-08-18 12:30:00,1161.3333333333333,4135.666666666667,1144.8666666666666,807.3333333333334,861.1333333333333,1383.7333333333333,,,1414.0666666666666,6567.0,1270.4666666666667,732.0666666666667,,1257.6
2024-08-18 12:45:00,1090.3333333333333,4260.533333333334,994.8666666666667,748.1333333333333,883.6,1453.4666666666667,,,1223.2666666666667,6235.0,1164.7333333333333,805.2666666666667,,1267.5333333333333
2024-08-18 13:00:00,1192.4666666666667,4270.866666666667,993.0,435.93333333333334,791.4666666666667,1350.0,,,1350.2,6062.2,1306.2,775.5333333333333,,1218.8
2024-08-18 13:15:00,1064.0,4346.533333333334,950.4666666666667,495.6666666666667,610.2,1296.8666666666666,5851.666666666667,,1079.7333333333333,6152.533333333334,1100.9333333333334,714.6,,1360.3333333333333
2024-08-18 13:30:00,1250.7333333333333,4771.0,1089.2666666666667,425.53333333333336,552.5333333333333,1263.0,5849.8,,1216.6666666666667,6191.0,1262.6666666666667,676.2666666666667,,1443.1333333333334
