Date/Time,2220_O_NSEW,8457_O_EDWD,5571_O_BUFF,2499_O_NOSD,5624_O_BUFF,6071_O_PHLL,5560_O_UPTN,7543_O_MILL,3746_O_BVFL,4530_O_CNTP,8797_O_GRTR,8941_O_DOWN,3881_O_SRRY,4431_O_WBG,2400_O_MRSD
2019-02-20 16:15:00,41.8,,38.0,58.4666666667,38.0,,,,18.2,16.7333333333,,158.666666667,,35.6666666667,29.8666666667
2019-02-20 16:30:00,34.9333333333,,40.0,54.4,40.0,,,,18.3333333333,24.7333333333,,147.333333333,,31.2666666667,35.4666666667
2019-02-20 16:45:00,27.8666666667,,43.6666666667,56.6,43.6666666667,,,,17.5333333333,18.7333333333,,137.533333333,,33.8,45.7333333333
2019-02-20 17:00:00,34.4666666667,,232.066666667,53.7333333333,232.066666667,,,,33.5333333333,17.0,,128.066666667,,33.4666666667,39.2
2019-02-20 17:15:00,37.0,,71.3333333333,55.5333333333,71.3333333333,,,,182.866666667,15.2666666667,,132.266666667,,33.2,36.2666666667
2019-02-20 17:30:00,56.0,,1866.4,72.8,1866.4,,,,28.2,15.0,,103.4,,41.2,50.0
2019-02-20 17:45:00,42.0666666667,,61.2,78.8666666667,61.2,,,,19.4666666667,14.0,,118.933333333,,185.8,58.3333333333
2019-02-20 18:00:00,37.4,,51.8666666667,77.7333333333,51.8666666667,,,,24.0,16.1333333333,,122.333333333,,102.2,42.5333333333
2019-02-20 18:15:00,42.8666666667,,107.6,94.0,107.6,,,,43.0,22.2666666667,,136.4,,186.2,37.3333333333
2019-02-20 18:30:00,36.4666666667,,245.933333333,78.8,245.933333333,,,,45.6666666667,37.6,,155.666666667,,525.466666667,35.0666666667
2019-02-20 18:45:00,34.5333333333,,106.8,73.0,106.8,,,,54.4,23.9333333333,,113.933333333,,359.066666667,43.8666666667
2019-02-20 19:00:00,34.8666666667,,1634.06666667,57.7333333333,1634.06666667,,,,63.4666666667,24.6666666667,,89.4,,461.466666667,46.1333333333
2019-02-20 19:15:00,39.7333333333,,1013.73333333,75.2,1013.73333333,,,,51.1333333333,18.1333333333,,95.1333333333,,821.8,50.6666666667
2019-02-20 19:30:00,45.0666666667,,220.466666667,138.2,220.466666667,,,,62.2666666667,14.9333333333,,74.2,,368.133333333,56.6666666667
2019-02-20 19:45:00,28.1333333333,,60.2,98.5333333333,60.2,,,,82.0,27.2666666667,,84.4666666667,,320.733333333,40.0666666667
2019-02-20 20:00:00,33.5333333333,,150.8,81.0666666667,150.8,,,,86.5333333333,53.6666666667,,108.2,,237.733333333,29.1333333333
2019-02-20 20:15:00,43.6666666667,,5429.6,137.666666667,5429.6,,,,72.5333333333,80.5333333333,,103.733333333,,229.466666667,57.9333333333
2019-02-20 20:30:00,117.733333333,,412.866666667,50.3333333333,412.866666667,,,,56.2,66.0666666667,,112.0,,295.266666667,29.9333333333
2019-02-20 20:45:00,1038.66666667,,193.4,72.0666666667,193.4,,,,55.5333333333,42.9333333333,,138.333333333,,170.866666667,19.6
2019-02-20 21:00:00,112.733333333,,1432.2,45.8,1432.2,,,,64.2,62.7333333333,,166.0,,1767.6,16.6666666667
2019-02-20 21:15:00,814.333333333,17.0,1710.2,41.7333333333,1710.2,,,,68.2,82.0,,171.2,,661.066666667,28.0
