Date/Time,1502_O_BLPK,1639_O_ELIB,2071_O_NOSD,2931_O_SQHL,4431_O_WBG,4915_O_ECON,5160_O_MOON,5202_O_SOSP,5571_O_BUFF,5624_O_BUFF,5816_O_SQHL,6227_O_ELIB,6399_O_GLEN,7543_O_MILL,8284_O_SWPK
2016-12-10 02:45:00,,5027.866666666667,,,,,,,4094.066666666666,4094.066666666666,4517.133333333333,6301.733333333334,,5078.2,4738.2
2016-12-10 03:00:00,,5030.2,,,,,,,4059.266666666667,4059.266666666667,4348.466666666666,6382.266666666666,,5152.6,4808.333333333333
2016-12-10 03:15:00,,4876.466666666666,,,,,,,4052.666666666666,4052.666666666666,4213.933333333333,6498.4,,5248.666666666667,4678.133333333333
2016-12-10 03:30:00,,4707.266666666666,,,,,,,3912.266666666667,3912.266666666667,4158.466666666666,6737.0666666666675,,5395.0,4626.666666666667
2016-12-10 03:45:00,,4722.133333333333,,,,,,,3895.666666666666,3895.666666666666,4215.066666666667,6976.6,,5471.133333333333,4648.733333333334
2016-12-10 04:00:00,,4826.466666666666,,,,,,,3892.066666666666,3892.066666666666,4227.466666666666,6905.866666666668,,5467.733333333334,4813.333333333333
2016-12-10 04:15:00,,4962.866666666667,,,,,,,3890.8,3890.8,4239.933333333333,6759.9333333333325,,5423.2,4930.6
2016-12-10 04:30:00,,4897.8,,,,,,,3777.6,3777.6,4136.266666666666,6473.733333333334,,5027.866666666667,5012.466666666666
2016-12-10 04:45:00,,4670.8,,,,,,,3858.933333333333,3858.933333333333,4217.8,6581.0,,5119.0,5008.133333333333
2016-12-10 05:00:00,,4756.4,,,,,,,3751.2,3751.2,4523.733333333334,6590.333333333332,,5283.133333333333,5585.0
2016-12-10 05:15:00,,4970.266666666666,,,,,,,3768.5333333333333,3768.5333333333333,4985.466666666666,6634.8,,5227.533333333334,6342.533333333334
2016-12-10 05:30:00,,5037.533333333334,,,,,,,3880.0,3880.0,4769.733333333334,6632.6,,5077.8,5742.9333333333325
2016-12-10 05:45:00,,4857.8,,,,,,,4132.6,4132.6,4547.4,6364.533333333334,,4997.333333333333,6135.9333333333325
2016-12-10 06:00:00,,4741.066666666667,,,,,,,4580.066666666667,4580.066666666667,5057.4,6343.4,,5079.466666666666,7061.866666666668
2016-12-10 06:15:00,,5033.6,,,,,,,4683.933333333333,4683.933333333333,5428.666666666667,6730.533333333334,,5116.8,6747.333333333332
2016-12-10 06:30:00,,5552.666666666668,,,,,,,4775.2,4775.2,5413.2,6866.133333333332,,5187.933333333333,6389.0666666666675
2016-12-10 06:45:00,,5508.866666666668,,,,,,,4611.8,4611.8,5261.933333333333,6721.866666666668,,5050.666666666667,6155.133333333332
2016-12-10 07:00:00,,5677.333333333332,,,,,,,4448.466666666666,4448.466666666666,5203.666666666667,6561.666666666668,,5056.4,5896.266666666666
2016-12-10 07:15:00,,5784.0,,,,,,,3934.0,3934.0,5237.6,6509.466666666666,,5112.133333333333,5777.4
2016-12-10 07:30:00,,5868.2,,,,,,,3720.2,3720.2,5236.066666666667,7138.4,,5690.6,5759.0
2016-12-10 07:45:00,,5755.733333333334,,,,,,,3430.666666666666,3430.666666666666,5216.733333333334,7321.666666666668,,5982.9333333333325,5630.733333333334
2016-12-10 08:00:00,,5730.866666666668,,,,,,,3236.2,3236.2,5134.066666666667,7298.6,,6012.333333333332,5662.866666666668
2016-12-10 08:15:00,,5705.2,,,,,,,3048.266666666667,3048.266666666667,5229.866666666667,7422.9333333333325,,6119.0,5785.9333333333325
2016-12-10 08:30:00,,6066.2,,,,,,,2880.266666666667,2880.266666666667,5375.133333333333,7494.6,,6045.266666666666,5795.8
2016-12-10 08:45:00,,6051.533333333334,,,,,,,2872.133333333333,2872.133333333333,5355.733333333334,7441.133333333332,,6195.9333333333325,5907.533333333334
2016-12-10 09:00:00,,5792.266666666666,,,,,,,2715.0666666666666,2715.0666666666666,4883.666666666667,7404.9333333333325,,6086.533333333334,5638.0666666666675
2016-12-10 09:15:00,,5285.733333333334,,,,,,,2742.0666666666666,2742.0666666666666,4369.533333333334,7365.9333333333325,,5983.733333333334,5017.133333333333
2016-12-10 09:30:00,,4556.333333333333,,,,,,,2589.933333333333,2589.933333333333,4244.466666666666,7644.9333333333325,,6123.533333333334,4503.0
2016-12-10 09:45:00,,3623.4,,,,,,,2391.333333333333,2391.333333333333,3862.6,7802.0666666666675,,6371.0,3382.133333333333
2016-12-10 10:00:00,,3116.0,,,,,,,1899.0666666666666,1899.0666666666666,3539.133333333333,7791.533333333334,,6085.9333333333325,2689.6
2016-12-10 10:15:00,,2891.066666666666,,,,,,,2066.866666666667,2066.866666666667,3301.2,6964.533333333334,,5572.666666666668,2562.733333333333
2016-12-10 10:30:00,,2822.2,,,,,,,2034.466666666667,2034.466666666667,3087.066666666666,6775.466666666666,,5122.333333333333,2794.266666666667
2016-12-10 10:45:00,,2782.733333333333,,,,,,,2051.6,2051.6,3072.133333333333,6120.266666666666,,4412.2,2852.666666666666
2016-12-10 11:00:00,,3063.933333333333,,,,,,,1904.466666666667,1904.466666666667,2788.666666666666,5764.6,,3682.933333333333,2927.4
2016-12-10 11:15:00,,2882.733333333333,,,,,,,1566.533333333333,1566.533333333333,2846.066666666666,5342.333333333333,,3286.266666666667,3109.6
2016-12-10 11:30:00,,2853.133333333333,,,,,,,1804.8666666666666,1804.8666666666666,2659.933333333333,4975.066666666667,,3463.4,3144.8
2016-12-10 11:45:00,,2839.6,,,,,,,1847.466666666667,1847.466666666667,2825.266666666667,4585.4,,3200.5333333333333,3255.066666666666
2016-12-10 12:00:00,,2638.5333333333333,,,,,,,1906.4,1906.4,2742.0,4286.2,,3088.266666666667,2506.0666666666666
2016-12-10 12:15:00,,2557.8,,,,,,,1976.7333333333331,1976.7333333333331,2598.4,4409.333333333333,,2893.333333333333,2483.6666666666665
2016-12-10 12:30:00,,2470.2,,,,,,,2131.0666666666666,2131.0666666666666,2544.6666666666665,4070.4666666666662,,2886.333333333333,2385.8
2016-12-10 12:45:00,,2159.266666666667,,,,,,,1673.666666666667,1673.666666666667,2565.333333333333,5685.0,,2754.866666666667,2319.8
2016-12-10 13:00:00,,2226.733333333333,,,,,,,1612.533333333333,1612.533333333333,2586.733333333333,3896.866666666667,,2021.533333333333,2608.866666666667
2016-12-10 13:15:00,,2444.0,,,,,,,1569.8666666666666,1569.8666666666666,2625.733333333333,3736.666666666666,,1667.0666666666666,2667.2
2016-12-10 13:30:00,,2540.6666666666665,,,,,,,1585.2666666666669,1585.2666666666669,2605.5333333333333,3545.0,,1782.666666666667,2615.0666666666666
2016-12-10 13:45:00,,2514.4,,,,,2228.5714285714284,,1521.2,1521.2,2767.8,3115.133333333333,,1996.1333333333332,3147.8
2016-12-10 14:00:00,,2420.4,,,,,2449.4666666666667,,1416.666666666667,1416.666666666667,2837.733333333333,2989.666666666666,,2316.333333333333,2983.933333333333
2016-12-10 14:15:00,,2373.6666666666665,,,,,2314.4,,1146.7333333333333,1146.7333333333333,2644.8,3361.333333333333,,2370.333333333333,3038.333333333333
2016-12-10 14:30:00,,2673.2,,,,,2127.6666666666665,,1101.2,1101.2,2807.4666666666667,3343.066666666666,,2693.333333333333,3058.8
2016-12-10 14:45:00,,3166.266666666667,,,,,2190.133333333333,,1038.6,1038.6,2944.133333333333,3377.4666666666667,,2473.5333333333333,3055.5333333333333
2016-12-10 15:00:00,,3338.4,,,,,2194.2,,1274.8666666666666,1274.8666666666666,3018.333333333333,3361.066666666666,,2316.2,2613.333333333333
2016-12-10 15:15:00,,3230.133333333333,,,,,2382.133333333333,,1406.2666666666669,1406.2666666666669,2761.733333333333,3193.6,,2772.933333333333,2939.133333333333
2016-12-10 15:30:00,,2675.866666666667,,,,,2179.5333333333333,,1431.4,1431.4,2772.6,3657.333333333334,,2517.733333333333,3045.133333333333
2016-12-10 15:45:00,,2609.8,,,,,2192.4666666666667,,1437.333333333333,1437.333333333333,2837.333333333333,4298.6,,2692.133333333333,2820.866666666667
2016-12-10 16:00:00,,2679.6,,,,,2593.2,,1496.9333333333334,1496.9333333333334,2877.933333333333,4490.0,,2994.933333333333,2872.733333333333
2016-12-10 16:15:00,,3260.933333333333,,,,,3245.066666666666,,1648.0666666666666,1648.0666666666666,2647.0666666666666,4468.133333333333,,3222.6,2824.133333333333
2016-12-10 16:30:00,,2852.866666666667,,,,,3219.5333333333333,,1717.2,1717.2,2693.6,3749.0,,3096.0,3017.266666666667
2016-12-10 16:45:00,,3226.733333333333,,,,,3787.866666666667,,1757.1333333333334,1757.1333333333334,2939.0,3642.733333333333,,3135.6,3083.0
2016-12-10 17:00:00,,3921.4666666666662,,,,,3903.066666666666,,1778.8,1778.8,3008.933333333333,3742.4666666666662,,3259.133333333333,3361.8
2016-12-10 17:15:00,,3999.8,,,,,4039.2,,1881.0666666666666,1881.0666666666666,3005.866666666667,4143.866666666667,,3618.5333333333333,3128.2
2016-12-10 17:30:00,,4349.666666666667,,,,,4026.4666666666662,,1989.2,1989.2,2900.133333333333,4158.2,,3293.4,3543.333333333333
2016-12-10 17:45:00,,4089.2,,,,,3993.866666666667,,2109.0666666666666,2109.0666666666666,2874.733333333333,4399.4,,3616.333333333334,3933.4666666666662
2016-12-10 18:00:00,,3774.4,,,,,4418.266666666666,,2120.6,2120.6,2956.2,5527.133333333332,,3978.8,3997.666666666666
2016-12-10 18:15:00,,3775.266666666667,,,,,4812.4,,2120.2,2120.2,3300.066666666666,5470.933333333333,,4009.0,3747.266666666667
2016-12-10 18:30:00,,3733.133333333333,,,,,5006.333333333333,,2209.333333333333,2209.333333333333,3594.733333333333,5274.6,,4091.933333333333,3674.666666666666
2016-12-10 18:45:00,,3743.333333333334,,,,,5179.6,,2319.0666666666666,2319.0666666666666,3580.866666666667,4949.8,,4085.133333333333,3505.266666666667
2016-12-10 19:00:00,,3885.266666666667,,,,,5389.266666666666,,2263.266666666667,2263.266666666667,3440.933333333333,4915.4,,4200.4,3685.933333333333
2016-12-10 19:15:00,,3904.733333333333,,,,,5358.0,,2223.6666666666665,2223.6666666666665,3551.333333333333,4894.733333333334,,4123.8,3952.866666666667
2016-12-10 19:30:00,,4007.0,,,,,5521.8,,2315.266666666667,2315.266666666667,3674.6,4947.866666666667,,4055.2,4163.8
2016-12-10 19:45:00,,4219.866666666667,,,,,5667.0666666666675,,2471.933333333333,2471.933333333333,3804.733333333333,4921.8,,4272.6,4254.666666666667
2016-12-10 20:00:00,,4469.0,,,,,5796.2,,2526.4666666666667,2526.4666666666667,3918.733333333333,5043.533333333334,,4603.0,4332.066666666667
2016-12-10 20:15:00,,4577.0,,,,,5879.2,,2435.6666666666665,2435.6666666666665,3973.8,5116.866666666667,,4608.0,4653.266666666666
2016-12-10 20:30:00,,4514.866666666667,,,,,5920.9333333333325,,2364.933333333333,2364.933333333333,4035.266666666667,6665.533333333334,,4855.333333333333,4841.733333333334
2016-12-10 20:45:00,,4450.533333333334,,,,,5995.6,,2701.333333333333,2701.333333333333,4142.6,6641.733333333334,,4937.333333333333,4739.2
2016-12-10 21:00:00,,4242.8,,,,,6190.6,,2723.6666666666665,2723.6666666666665,4219.466666666666,6831.466666666666,,6953.0666666666675,5358.4
