Date/Time,1130_O_MILL,1502_O_BLPK,2071_O_NOSD,2490_O_MILL,2535_O_RGSQ,3555_O_SCLL,3576_O_ETNA,4431_O_WBG,4860_O_SQHN,5571_O_BUFF,5679_O_BLOO,5882_O_Glenshaw,6582_O_OAKD,6765_O_XXXX,6923_O_MILL,7408_O_XXXX,7778_O_XXXX,8717_O_HMWD,8938_O_XXXX,8941_O_MTLE
2018-06-03 00:15:00,,,750.6,,,,,,,,557.4,,11125.133333333333,,,,,,,548.4666666666667
2018-06-03 00:30:00,,,767.2666666666668,,,,,,,,554.8,,11421.933333333332,,,,,,,537.8666666666667
2018-06-03 00:45:00,,,768.3333333333335,,,,,,,,579.2,,11531.466666666667,,,,,,,522.6666666666666
2018-06-03 01:00:00,,,870.8666666666667,,,,,,,,621.9333333333333,,11248.133333333333,,,,,,,511.53333333333336
2018-06-03 01:15:00,,,900.8666666666667,,,,,,,,686.8,,10610.2,,,,,,,512.6666666666666
2018-06-03 01:30:00,,,901.9333333333333,,,,,,,,706.0,,11097.466666666667,,,,,,,511.4
2018-06-03 01:45:00,,,940.0666666666667,,,,,,,,681.1333333333333,,8165.9333333333325,,,,,,,524.8666666666667
2018-06-03 02:00:00,,,962.7333333333332,,,,,,,,685.6,,7491.466666666666,,,,,,,523.2
2018-06-03 02:15:00,,,908.1333333333333,,,,,,,,693.4,,7226.266666666666,,,,,,,537.1333333333333
2018-06-03 02:30:00,,,878.2666666666668,,,,,,,,661.3333333333334,,7597.333333333332,,,,,,,523.2
2018-06-03 02:45:00,,,1051.2666666666667,,,,,,,,608.2666666666668,,7147.533333333334,,,,,,,525.8
2018-06-03 03:00:00,,,917.0666666666667,,,,,,,,595.8666666666667,,5618.9333333333325,,,,,,,525.6666666666666
2018-06-03 03:15:00,,,875.8666666666667,,,,,,,,593.6,,5297.066666666667,,,,,,,515.1333333333333
2018-06-03 03:30:00,,,841.0,,,,,,,,586.5333333333333,,5420.466666666666,,,,,,,502.2
2018-06-03 03:45:00,,,849.1333333333333,,,,,,,,602.3333333333334,,5305.2,,,,,,,500.4666666666666
2018-06-03 04:00:00,,,851.0,,,,,,,,579.3333333333334,,5182.2,,,,,,,473.0
2018-06-03 04:15:00,,,872.0666666666667,,,,,,,,557.6,,4820.0,,,,,,,456.9333333333333
2018-06-03 04:30:00,,,866.0,,,,,,,,560.2666666666668,,4623.533333333334,,,,,,,440.8
2018-06-03 04:45:00,,,839.9333333333333,,,,,,,,577.0666666666667,,5123.2,,,,,,,433.4666666666666
2018-06-03 05:00:00,,,869.5333333333333,,,,,,,,624.2,,4702.533333333334,,,,,,,416.8
2018-06-03 05:15:00,,,912.4666666666667,,,,,,,,649.8,,4349.666666666667,,,,,,,417.6
2018-06-03 05:30:00,,,965.2666666666668,,,,,,,,665.1333333333333,,4534.066666666667,,,,,,,403.33333333333326
2018-06-03 05:45:00,,,968.7333333333332,,,,,,,,705.2666666666668,,4293.066666666667,,,,,,,434.0
2018-06-03 06:00:00,,,931.6,,,,,,,,694.4666666666667,,4149.466666666666,,,,,,,482.86666666666673
2018-06-03 06:15:00,,,948.4,,,,,,,,653.8666666666667,,4368.0,,,,,,,479.73333333333335
2018-06-03 06:30:00,,,971.8,,,,,,,,673.7333333333332,,4395.133333333333,,,,,,,473.4
2018-06-03 06:45:00,,,973.9333333333333,,,,,,,,697.1333333333333,,4183.266666666666,,,,,,,490.66666666666674
2018-06-03 07:00:00,,,989.1333333333333,,,,,,,861.3333333333335,784.6666666666665,,4479.2,,,,,,,509.13333333333327
2018-06-03 07:15:00,,,1010.9333333333333,,,,,,,1270.5333333333333,859.2,,4573.0,,,,,,,514.0666666666667
2018-06-03 07:30:00,,,1084.0666666666666,,,,,,,1166.0666666666666,906.1333333333333,,3803.733333333333,,,,,,,510.53333333333336
2018-06-03 07:45:00,,,1105.6,,,,,,,1201.2,896.3333333333335,,4277.933333333333,,,,,,,509.8
2018-06-03 08:00:00,,,1106.8,,,,,,,1150.8,910.6666666666665,,3949.4666666666662,,,,,,,518.0666666666667
2018-06-03 08:15:00,,,1121.4666666666667,,,,,,,908.8,988.9333333333333,,3989.2,,,,,,,518.8666666666667
2018-06-03 08:30:00,,,1174.4,,,,,,,1098.4,1008.5333333333333,,4249.933333333333,,,,,,,521.6
2018-06-03 08:45:00,,,1189.2666666666667,,,,,,,1572.666666666667,1065.2,,4746.8,,,,,,,535.3333333333334
2018-06-03 09:00:00,,,1288.3333333333333,,,,,,,2042.2666666666669,1050.9333333333334,,4424.733333333334,,,,,,,551.6
2018-06-03 09:15:00,,,1360.3333333333333,,,,,,,1938.6,1042.6666666666667,,4739.866666666667,,,,,,,577.5333333333333
2018-06-03 09:30:00,,,1395.466666666667,,,,,,,1981.0,1205.9333333333334,,4689.866666666667,,,,,,,616.1333333333333
2018-06-03 09:45:00,,,1536.9333333333334,,,,,,,1848.9333333333332,1046.1333333333334,,4818.933333333333,,,,,,,655.0666666666667
2018-06-03 10:00:00,,,1571.666666666667,,,,,,,1689.666666666667,1175.6666666666667,,4645.0,,,,,,,667.3333333333334
2018-06-03 10:15:00,,,1452.466666666667,,,,,,,1491.0,1285.7333333333333,,4745.866666666667,,,,,,,692.5333333333333
2018-06-03 10:30:00,,,1368.8666666666666,,,,,,,1148.6,1216.3333333333333,,5208.0,,,,,,,713.2
2018-06-03 10:45:00,,,1488.2666666666669,,,,,,,953.1333333333333,1268.8666666666666,,5079.333333333333,,,,,,,726.5333333333333
2018-06-03 11:00:00,,,1380.666666666667,,,,,,,843.6,1179.8,,5332.466666666666,,,,,,,723.6
2018-06-03 11:15:00,,,1419.0,,,,,,,776.4,998.0666666666667,,5608.666666666668,,,,,,,761.9333333333333
2018-06-03 11:30:00,,,1308.0666666666666,,,,,,,818.2,937.8,,6372.133333333332,,,,,,,781.7333333333332
