Date/Time,8304_O_SQHS,7134_O_LWCV,8699_O_BLOO,8183_O_MILL,4530_O_CNTP,6809_O_SQHS,1404_O_TROY,7543_O_MILL,4431_O_WBG,3555_O_SCLL,5571_O_BUFF,8941_O_MTLE,5624_O_BUFF,8850_O_LWCV,3283_O_LEET,1282_O_BCVW,2071_O_NOSD,2319_O_DWNTN,8698_O_NOSD,6582_O_OAKD,2281_O_HiPK
2017-09-01 21:30:00,36.46666666666667,,,25.866666666666667,,27.733333333333334,22.066666666666666,27.6,29.2,32.93333333333333,27.666666666666668,,27.666666666666668,,,,33.666666666666664,23.933333333333334,21.2,,
2017-09-01 21:45:00,23.333333333333332,,,22.133333333333333,,25.733333333333334,22.066666666666666,27.733333333333334,36.8,28.533333333333335,25.333333333333332,,25.333333333333332,,,,32.333333333333336,22.333333333333332,23.4,,
2017-09-01 22:00:00,24.133333333333333,,,22.466666666666665,,25.333333333333332,27.066666666666666,28.4,36.86666666666667,29.6,29.533333333333335,,29.533333333333335,,,,31.266666666666666,18.6,22.333333333333332,,
2017-09-01 22:15:00,22.4,,,22.4,,25.4,26.6,30.8,30.4,29.866666666666667,29.2,,29.2,,,,33.6,16.933333333333334,60.333333333333336,,
2017-09-01 22:30:00,23.0,,,25.466666666666665,,26.4,24.666666666666668,34.53333333333333,29.8,30.266666666666666,25.933333333333334,,25.933333333333334,,,,31.4,17.2,125.13333333333334,,
2017-09-01 22:45:00,25.6,,,24.933333333333334,,27.266666666666666,25.066666666666666,34.2,30.066666666666666,30.466666666666665,24.733333333333334,,24.733333333333334,,,,32.266666666666666,18.333333333333332,156.4,,
2017-09-01 23:00:00,23.866666666666667,,,24.466666666666665,,28.133333333333333,22.6,29.866666666666667,33.0,27.866666666666667,26.466666666666665,,26.466666666666665,,,,30.533333333333335,18.6,132.8,,
2017-09-01 23:15:00,24.333333333333332,,,24.466666666666665,,25.466666666666665,29.333333333333332,30.0,31.6,29.4,27.266666666666666,,27.266666666666666,,,,28.266666666666666,17.8,28.2,,
2017-09-01 23:30:00,22.866666666666667,,,24.466666666666665,,25.866666666666667,35.333333333333336,28.333333333333332,33.0,27.666666666666668,24.866666666666667,,24.866666666666667,,,,29.8,15.333333333333334,179.6,,
2017-09-01 23:45:00,22.533333333333335,,,23.733333333333334,,24.466666666666665,26.8,28.4,28.8,40.266666666666666,25.533333333333335,,25.533333333333335,,,,29.0,16.0,180.26666666666668,,
2017-09-02 00:00:00,22.533333333333335,,,24.4,,25.4,23.933333333333334,30.666666666666668,33.4,44.8,23.733333333333334,,23.733333333333334,,,,30.466666666666665,16.533333333333335,99.2,,
2017-09-02 00:15:00,23.466666666666665,,,22.6,,25.066666666666666,26.066666666666666,31.066666666666666,25.266666666666666,36.13333333333333,23.466666666666665,,23.466666666666665,,,,32.0,16.266666666666666,38.2,,
2017-09-02 00:30:00,24.266666666666666,,,23.733333333333334,,25.933333333333334,23.6,31.133333333333333,26.2,25.933333333333334,23.8,,23.8,,,,29.6,16.333333333333332,25.066666666666666,,
2017-09-02 00:45:00,22.666666666666668,,,22.733333333333334,,26.066666666666666,22.533333333333335,27.066666666666666,23.066666666666666,29.466666666666665,25.0,,25.0,,,,28.333333333333332,15.8,26.066666666666666,,
2017-09-02 01:00:00,23.866666666666667,,,24.133333333333333,,26.6,25.266666666666666,27.533333333333335,25.8,31.266666666666666,24.8,,24.8,,,,27.733333333333334,15.4,26.866666666666667,,
2017-09-02 01:15:00,23.533333333333335,,,23.933333333333334,,24.2,24.2,28.133333333333333,23.2,30.266666666666666,24.466666666666665,,24.466666666666665,,,,26.2,15.866666666666667,24.866666666666667,,
2017-09-02 01:30:00,21.666666666666668,,,25.333333333333332,,24.866666666666667,23.466666666666665,30.666666666666668,25.0,27.266666666666666,24.266666666666666,,24.266666666666666,,,,27.4,15.066666666666666,25.266666666666666,,
2017-09-02 01:45:00,21.933333333333334,,,23.533333333333335,,24.266666666666666,23.466666666666665,30.066666666666666,22.933333333333334,25.0,39.733333333333334,,39.733333333333334,,,,27.866666666666667,16.0,22.8,,
2017-09-02 02:00:00,23.2,,,24.666666666666668,,23.933333333333334,22.8,28.6,21.333333333333332,24.333333333333332,29.933333333333334,,29.933333333333334,,,,26.666666666666668,16.4,23.333333333333332,,
2017-09-02 02:15:00,23.0,,,25.066666666666666,,25.0,23.133333333333333,28.533333333333335,25.2,20.733333333333334,31.266666666666666,,31.266666666666666,,,,28.533333333333335,16.733333333333334,23.4,,
2017-09-02 02:30:00,22.8,,,25.666666666666668,,27.2,24.466666666666665,26.466666666666665,22.6,23.466666666666665,29.4,,29.4,,,,88.06666666666666,15.8,23.066666666666666,,
2017-09-02 02:45:00,22.333333333333332,,,24.6,,26.133333333333333,23.466666666666665,27.666666666666668,25.666666666666668,24.866666666666667,28.933333333333334,,28.933333333333334,,,,30.0,15.533333333333333,22.6,,
2017-09-02 03:00:00,21.733333333333334,,,25.6,,25.133333333333333,25.933333333333334,28.4,24.0,26.133333333333333,28.8,,28.8,,,,28.6,16.533333333333335,23.0,,
2017-09-02 03:15:00,21.6,,,25.933333333333334,,25.466666666666665,24.333333333333332,28.2,24.8,25.466666666666665,28.0,,28.0,,,,40.93333333333333,27.6,24.2,,
2017-09-02 03:30:00,23.733333333333334,,,26.733333333333334,,25.0,23.2,27.666666666666668,22.866666666666667,24.0,30.733333333333334,,30.733333333333334,,,,40.93333333333333,29.933333333333334,24.0,,
2017-09-02 03:45:00,21.466666666666665,,,25.4,,25.4,24.866666666666667,29.266666666666666,23.533333333333335,18.4,31.2,,31.2,,,,38.86666666666667,24.6,25.933333333333334,,
2017-09-02 04:00:00,21.866666666666667,,,24.266666666666666,,24.6,24.066666666666666,33.4,24.333333333333332,18.2,29.933333333333334,,29.933333333333334,,,,30.2,23.266666666666666,26.8,,
2017-09-02 04:15:00,22.466666666666665,,,25.6,,24.733333333333334,69.8,27.8,23.733333333333334,20.466666666666665,30.266666666666666,,30.266666666666666,,,,31.733333333333334,21.066666666666666,41.8,,
2017-09-02 04:30:00,21.733333333333334,,,27.133333333333333,,25.0,30.333333333333332,32.8,23.933333333333334,19.333333333333332,28.866666666666667,,28.866666666666667,,,,32.2,20.266666666666666,30.8,,
2017-09-02 04:45:00,21.266666666666666,,,45.93333333333333,,26.466666666666665,39.266666666666666,52.8,23.333333333333332,19.533333333333335,28.0,,28.0,,,,31.133333333333333,22.133333333333333,28.266666666666666,,
