Date/Time,1282_O_BCVW,1404_O_TROY,1502_O_BLPK,1639_O_ELIB,2071_O_NOSD,4386_O_MTLE,4431_O_WBG,4576_O_EMSW,5008_O_HWD,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6227_O_ELIB,6582_O_OAKD,6809_O_SQHS,7543_O_MILL,8183_O_MILL,8941_O_MTLE
2017-04-26 23:45:00,,1179.3333333333333,512.0666666666667,,1241.4666666666667,,359.13333333333327,,726.0,436.2,436.2,,,,,,,599.5333333333333
2017-04-27 00:00:00,,1431.7333333333331,519.2666666666668,,1327.6666666666667,,397.8,,959.6,395.2,395.2,,,,,,,604.5333333333333
2017-04-27 00:15:00,,1424.1333333333334,559.8666666666667,,1479.6,,370.0,,1053.2,379.4,379.4,,,,,,,658.8
2017-04-27 00:30:00,,1170.1333333333334,575.4666666666667,,1575.6,,369.13333333333327,,1111.3333333333333,320.46666666666664,320.46666666666664,,,,,,,670.8
2017-04-27 00:45:00,,1111.8,584.2,,1620.2666666666669,,362.66666666666674,,1425.1333333333334,352.86666666666673,352.86666666666673,,,,,,,708.9333333333333
2017-04-27 01:00:00,,1116.1333333333334,643.9333333333333,,1649.2666666666669,,384.0,,1362.0,345.06666666666666,345.06666666666666,,,,,,,720.4666666666667
2017-04-27 01:15:00,,1123.8666666666666,662.0,,1568.2,,413.2,,861.5333333333333,318.73333333333335,318.73333333333335,,,,,,,776.5333333333333
2017-04-27 01:30:00,,1100.2,643.6,,1459.2666666666669,,399.33333333333326,,1092.6,323.53333333333336,323.53333333333336,,,,,,,889.6
2017-04-27 01:45:00,,1075.2666666666667,625.8,,1431.8666666666666,,411.0,,1640.333333333333,318.6666666666667,318.6666666666667,,,,,,,996.4
2017-04-27 02:00:00,,1031.1333333333334,704.2666666666668,,1316.0666666666666,,394.9333333333333,,1471.8,326.3333333333333,326.3333333333333,,,,,,,1032.3333333333333
2017-04-27 02:15:00,,1047.1333333333334,753.0,,1291.4,,383.0,,1139.0,346.06666666666666,346.06666666666666,,,,,,,1001.8666666666667
2017-04-27 02:30:00,,1022.8666666666667,803.1333333333333,,1367.7333333333333,,395.4666666666666,,1725.466666666667,366.26666666666665,366.26666666666665,,,,,,,987.5333333333333
2017-04-27 02:45:00,,973.9333333333333,785.1333333333333,,1313.4,,406.4,,2113.333333333333,370.13333333333327,370.13333333333327,,,,,,,1015.4
2017-04-27 03:00:00,,979.4,747.4666666666667,,1219.0666666666666,,413.4666666666666,,2258.933333333333,384.0,384.0,,,,,,,1067.8
2017-04-27 03:15:00,,1018.7333333333332,764.3333333333335,,1278.0,,416.33333333333326,,2836.733333333333,387.4,387.4,,,,,,,1111.3333333333333
2017-04-27 03:30:00,,1038.4,783.2,,1331.6666666666667,,415.53333333333336,,3754.666666666666,368.4,368.4,,,,,,,1141.2666666666667
2017-04-27 03:45:00,,1059.8666666666666,745.8666666666667,,1280.8666666666666,,417.53333333333336,,4350.6,363.8,363.8,,,,,,,1068.8
2017-04-27 04:00:00,,1078.8666666666666,723.8666666666667,,1165.0666666666666,,416.4666666666666,,4600.666666666667,349.9333333333333,349.9333333333333,,,,,,,1164.0666666666666
2017-04-27 04:15:00,,1067.4,694.9333333333333,,1340.0666666666666,,438.4666666666666,,4174.8,353.33333333333326,353.33333333333326,,,,,,,1284.6
2017-04-27 04:30:00,,1080.4666666666667,726.9333333333333,,1554.8666666666666,,468.66666666666674,,4246.533333333334,362.6,362.6,,,,,,,1460.2666666666669
2017-04-27 04:45:00,,1017.8666666666667,725.9333333333333,,1574.4,,546.0666666666667,,3623.2,363.8,363.8,,,,,,,1571.0
2017-04-27 05:00:00,,1103.4,730.0666666666667,,1534.4,,518.8,,3305.4,347.66666666666674,347.66666666666674,,,,,,,1767.7333333333331
2017-04-27 05:15:00,,1340.6666666666667,754.7333333333332,,1515.4,,536.2,,3380.133333333333,362.6,362.6,,,,,,,2105.2
2017-04-27 05:30:00,,1468.0666666666666,829.0,,1672.333333333333,,520.8666666666667,,3145.5333333333333,378.8,378.8,,,,,,,2357.0666666666666
2017-04-27 05:45:00,,1250.9333333333334,861.6,,1624.533333333333,,485.66666666666674,,3085.6,403.86666666666673,403.86666666666673,,,,,,,2503.6
2017-04-27 06:00:00,,1209.6,839.7333333333332,,1740.333333333333,,501.26666666666665,,2649.933333333333,411.66666666666674,411.66666666666674,,,,,,,2161.733333333333
2017-04-27 06:15:00,,1255.5333333333333,798.2666666666668,,1747.9333333333334,,524.2,,2071.133333333333,415.2,415.2,,,,,,,2767.4
2017-04-27 06:30:00,,1267.0666666666666,789.3333333333335,,2026.2,,514.3333333333334,,1034.4,428.86666666666673,428.86666666666673,,,,,,,2562.5333333333333
2017-04-27 06:45:00,,1243.5333333333333,840.6666666666665,,1840.2,,464.73333333333335,,655.9333333333333,399.4,399.4,,,,,,,2673.5333333333333
2017-04-27 07:00:00,,1316.7333333333333,716.7333333333332,,1704.9333333333334,,487.66666666666674,,735.2666666666668,390.9333333333333,390.9333333333333,,,,,,,2974.933333333333
2017-04-27 07:15:00,,1550.2666666666669,730.4666666666667,,2399.0,,536.2,,797.0666666666667,392.06666666666666,392.06666666666666,,,,,,,3073.066666666666
2017-04-27 07:30:00,,1562.8666666666666,505.86666666666673,,1976.2666666666669,,525.2666666666668,,793.8,411.4,411.4,,,,,,,3550.866666666667
2017-04-27 07:45:00,,1529.0,367.0,,1924.466666666667,,591.0666666666667,,628.9333333333333,411.06666666666666,411.06666666666666,,,,,,,4170.333333333333
2017-04-27 08:00:00,,1535.2666666666669,357.86666666666673,,2017.1333333333332,,585.8666666666667,,653.7333333333332,422.4666666666666,422.4666666666666,,,,,,,2734.933333333333
2017-04-27 08:15:00,,1477.75,333.93333333333334,,2287.733333333333,,570.3333333333334,,482.4,434.53333333333336,434.53333333333336,,,,,,,2576.0
2017-04-27 08:30:00,,,349.46666666666664,,1992.666666666667,,550.0,,351.6,411.8,411.8,,,,,,,2068.6666666666665
2017-04-27 08:45:00,,,267.0,,1843.4,,470.86666666666673,,368.53333333333336,354.33333333333326,354.33333333333326,,,,,,,1379.4
2017-04-27 09:00:00,,,205.13333333333333,,1459.4,,447.33333333333326,,363.4,355.6,355.6,,,,,,,1083.9333333333334
2017-04-27 09:15:00,,,237.06666666666663,,775.5333333333333,,432.8,,364.9333333333333,434.33333333333326,434.33333333333326,,,,,,,966.5333333333333
