Date/Time,2963_O_LWCV,5938_O_SOSD,2427_O_ELIB,1955_O_PETE,7543_O_MILL,4645_O_SOSD,6227_O_ELIB,5624_O_BUFF,5571_O_BUFF,4431_O_WBG,8185_O_SWPK,8581_O_SOSD
2016-08-24 11:15:00,,51.6,,,52.666666666666664,29.4,48.8,,,,50.666666666666664,40.4
2016-08-24 11:30:00,,52.4,,,51.8,29.933333333333334,51.266666666666666,,,,41.46666666666667,39.733333333333334
2016-08-24 11:45:00,,42.733333333333334,,,48.46666666666667,28.0,49.666666666666664,,,,39.333333333333336,39.46666666666667
2016-08-24 12:00:00,,40.266666666666666,,,53.666666666666664,54.53333333333333,43.13333333333333,,,,38.93333333333333,55.666666666666664
2016-08-24 12:15:00,,39.13333333333333,,,36.733333333333334,33.53333333333333,43.8,,,,39.93333333333333,37.53333333333333
2016-08-24 12:30:00,,40.0,,,38.6,28.2,45.13333333333333,,,,37.6,35.333333333333336
2016-08-24 12:45:00,,39.666666666666664,,,38.8,26.8,37.266666666666666,,,,37.53333333333333,31.4
2016-08-24 13:00:00,,37.8,,,36.4,27.4,41.666666666666664,,,,37.6,33.333333333333336
2016-08-24 13:15:00,,37.333333333333336,,,33.06666666666667,27.333333333333332,35.6,,,,41.13333333333333,33.2
2016-08-24 13:30:00,,35.93333333333333,,,33.13333333333333,24.0,35.93333333333333,,,,39.6,32.733333333333334
2016-08-24 13:45:00,,32.06666666666667,,,33.8,26.6,39.4,,,,39.06666666666667,35.46666666666667
2016-08-24 14:00:00,,33.2,,,32.13333333333333,30.4,36.46666666666667,,,,35.86666666666667,37.53333333333333
2016-08-24 14:15:00,,37.86666666666667,,,39.2,28.4,37.2,,,,35.13333333333333,33.666666666666664
2016-08-24 14:30:00,,54.2,,,34.06666666666667,32.266666666666666,41.6,,,,32.13333333333333,39.53333333333333
2016-08-24 14:45:00,,66.33333333333333,,,30.4,29.733333333333334,34.333333333333336,,,,31.4,34.8
2016-08-24 15:00:00,,72.93333333333334,,,26.6,31.266666666666666,35.6,,,,31.4,34.666666666666664
2016-08-24 15:15:00,,229.13333333333333,,,28.266666666666666,29.2,33.53333333333333,,,,31.6,38.2
2016-08-24 15:30:00,,190.66666666666666,,,24.0,28.333333333333332,29.066666666666666,,,,32.266666666666666,30.533333333333335
2016-08-24 15:45:00,,365.1333333333333,,,29.933333333333334,24.2,28.8,,,,31.133333333333333,26.6
2016-08-24 16:00:00,,648.6666666666666,,,30.666666666666668,24.266666666666666,29.133333333333333,,,,29.466666666666665,26.133333333333333
2016-08-24 16:15:00,,568.6666666666666,,,31.6,24.066666666666666,33.0,,,,30.533333333333335,26.666666666666668
2016-08-24 16:30:00,,391.26666666666665,,,31.066666666666666,23.8,31.666666666666668,,,,30.933333333333334,26.533333333333335
2016-08-24 16:45:00,,300.1333333333333,,,30.0,23.0,27.866666666666667,,,,32.6,24.466666666666665
2016-08-24 17:00:00,,226.8,,,32.266666666666666,25.0,36.266666666666666,,,,33.93333333333333,25.866666666666667
2016-08-24 17:15:00,,59.2,,,32.4,29.466666666666665,31.133333333333333,,,,39.733333333333334,25.8
2016-08-24 17:30:00,,40.13333333333333,,,33.53333333333333,26.266666666666666,31.666666666666668,,,,37.6,27.333333333333332
2016-08-24 17:45:00,,33.06666666666667,,,34.06666666666667,27.6,30.2,,,,35.4,27.0
2016-08-24 18:00:00,,33.8,,,36.53333333333333,28.6,29.533333333333335,,,,37.46666666666667,29.733333333333334
2016-08-24 18:15:00,,37.93333333333333,,,37.0,27.666666666666668,29.133333333333333,,,,43.733333333333334,32.2
2016-08-24 18:30:00,,42.0,,,38.333333333333336,30.066666666666666,32.733333333333334,,,,39.13333333333333,32.46666666666667
2016-08-24 18:45:00,,39.266666666666666,,,38.93333333333333,33.666666666666664,33.333333333333336,,,,43.86666666666667,33.666666666666664
2016-08-24 19:00:00,,43.06666666666667,,,41.2,30.0,32.13333333333333,,,,57.46666666666667,33.46666666666667
2016-08-24 19:15:00,,51.666666666666664,,,42.4,31.266666666666666,34.666666666666664,,,,57.46666666666667,33.93333333333333
2016-08-24 19:30:00,,65.33333333333333,,,45.4,39.46666666666667,38.0,,,,64.46666666666667,37.6
2016-08-24 19:45:00,,64.53333333333333,,,58.0,33.86666666666667,36.93333333333333,,,,77.73333333333333,34.13333333333333
2016-08-24 20:00:00,,58.93333333333333,,,67.8,38.666666666666664,39.93333333333333,,,,99.66666666666667,35.733333333333334
2016-08-24 20:15:00,,59.86666666666667,,,65.46666666666667,33.666666666666664,40.333333333333336,,,,63.333333333333336,39.266666666666666
2016-08-24 20:30:00,,58.6,,,60.93333333333333,36.46666666666667,43.46666666666667,,,,69.53333333333333,41.666666666666664
2016-08-24 20:45:00,,59.93333333333333,,,64.66666666666667,39.93333333333333,42.53333333333333,,,,58.93333333333333,43.93333333333333
2016-08-24 21:00:00,,63.86666666666667,,,90.8,36.666666666666664,38.8,,,,57.53333333333333,40.06666666666667
2016-08-24 21:15:00,,57.266666666666666,,,79.86666666666666,36.333333333333336,43.0,,,,61.86666666666667,39.666666666666664
2016-08-24 21:30:00,,63.53333333333333,,,71.6,38.733333333333334,42.266666666666666,,,,77.13333333333334,43.8
2016-08-24 21:45:00,,58.53333333333333,,,66.6,38.53333333333333,43.2,,,,73.86666666666666,41.06666666666667
2016-08-24 22:00:00,,57.13333333333333,,,61.2,32.46666666666667,40.86666666666667,,,,70.73333333333333,38.06666666666667
2016-08-24 22:15:00,,72.0,,,65.73333333333333,40.46666666666667,42.0,,,,62.86666666666667,39.666666666666664
2016-08-24 22:30:00,,64.0,,,63.93333333333333,39.06666666666667,42.06666666666667,,,,62.4,41.2
2016-08-24 22:45:00,,62.666666666666664,,,62.6,34.333333333333336,39.46666666666667,,,,66.53333333333333,40.8
2016-08-24 23:00:00,,67.46666666666667,,,67.46666666666667,38.333333333333336,39.53333333333333,,,,81.53333333333333,40.53333333333333
