Date/Time,2348_O_HILL,7324_O_NSHR,8485_O_FRSP,2759_O_BRHT,6959_O_ELIB,8609_O_DOWN,6582_O_OAKD,2533_O_ALTN,5575_O_ETNA
2018-08-19 19:15:00,26.666666666666668,28.933333333333334,32.0,35.733333333333334,19.2,,,47.333333333333336,
2018-08-19 19:30:00,22.733333333333334,33.0,34.2,35.53333333333333,18.266666666666666,,,60.0,
2018-08-19 19:45:00,22.066666666666666,38.333333333333336,36.733333333333334,41.6,21.933333333333334,,,41.333333333333336,
2018-08-19 20:00:00,23.0,37.4,39.666666666666664,39.0,21.2,,,37.93333333333333,
2018-08-19 20:15:00,25.733333333333334,33.4,42.86666666666667,55.333333333333336,27.866666666666667,,,71.26666666666667,
2018-08-19 20:30:00,26.066666666666666,36.53333333333333,37.666666666666664,58.13333333333333,28.2,,,125.8,
2018-08-19 20:45:00,27.333333333333332,48.0,40.666666666666664,60.06666666666667,35.06666666666667,,,75.93333333333334,
2018-08-19 21:00:00,27.533333333333335,49.4,39.333333333333336,57.06666666666667,25.0,,,84.73333333333333,
2018-08-19 21:15:00,25.8,60.4,38.8,60.0,24.4,,,70.8,
2018-08-19 21:30:00,25.0,52.86666666666667,39.733333333333334,56.666666666666664,25.333333333333332,,,56.733333333333334,
2018-08-19 21:45:00,25.666666666666668,51.733333333333334,41.2,58.86666666666667,27.6,,,49.4,
2018-08-19 22:00:00,28.266666666666666,47.53333333333333,47.93333333333333,59.666666666666664,28.066666666666666,,,59.06666666666667,
2018-08-19 22:15:00,36.86666666666667,1699.2,50.333333333333336,58.2,34.93333333333333,,,77.53333333333333,
2018-08-19 22:30:00,35.2,558.0,51.4,56.333333333333336,36.46666666666667,,,70.46666666666667,
2018-08-19 22:45:00,33.46666666666667,5225.2,53.4,75.93333333333334,32.13333333333333,,,69.53333333333333,
2018-08-19 23:00:00,32.46666666666667,420.6,54.266666666666666,72.46666666666667,39.93333333333333,,,66.66666666666667,
2018-08-19 23:15:00,33.4,95.4,57.733333333333334,66.06666666666666,41.333333333333336,,,65.13333333333334,
2018-08-19 23:30:00,35.8,66.4,57.86666666666667,63.666666666666664,42.6,,,58.4,
2018-08-19 23:45:00,37.13333333333333,66.6,57.86666666666667,58.2,43.4,,,68.13333333333334,
2018-08-20 00:00:00,37.46666666666667,70.73333333333333,60.6,78.0,38.2,,,63.53333333333333,
2018-08-20 00:15:00,44.46666666666667,64.06666666666666,66.73333333333333,90.13333333333334,43.0,,,67.33333333333333,
2018-08-20 00:30:00,55.8,64.26666666666667,76.0,77.66666666666667,41.93333333333333,,,73.6,
2018-08-20 00:45:00,51.86666666666667,70.53333333333333,72.4,84.13333333333334,49.86666666666667,,,73.66666666666667,
2018-08-20 01:00:00,52.266666666666666,68.13333333333334,74.93333333333334,99.26666666666667,51.2,,,76.73333333333333,
2018-08-20 01:15:00,52.93333333333333,67.53333333333333,83.73333333333333,80.8,51.6,,,72.33333333333333,
2018-08-20 01:30:00,59.4,70.73333333333333,81.33333333333333,81.33333333333333,55.8,,,62.266666666666666,
2018-08-20 01:45:00,59.2,68.8,80.8,93.86666666666666,56.4,,,68.93333333333334,
2018-08-20 02:00:00,64.13333333333334,70.8,85.6,74.93333333333334,50.2,,,71.33333333333333,
2018-08-20 02:15:00,56.46666666666667,95.2,87.46666666666667,100.86666666666666,57.266666666666666,,,81.8,
2018-08-20 02:30:00,52.0,79.66666666666667,83.26666666666667,109.26666666666667,53.86666666666667,,,89.33333333333333,
2018-08-20 02:45:00,53.93333333333333,74.46666666666667,76.8,109.73333333333333,60.0,,,72.06666666666666,
2018-08-20 03:00:00,52.46666666666667,73.33333333333333,75.73333333333333,105.86666666666666,52.86666666666667,,,69.86666666666666,
2018-08-20 03:15:00,64.8,70.66666666666667,67.46666666666667,100.86666666666666,48.06666666666667,,,87.86666666666666,
2018-08-20 03:30:00,65.06666666666666,70.0,62.2,84.86666666666666,40.86666666666667,,,132.66666666666666,
2018-08-20 03:45:00,56.86666666666667,67.73333333333333,57.733333333333334,119.93333333333334,39.0,,,91.8,
2018-08-20 04:00:00,70.8,70.2,56.6,120.93333333333334,36.2,,,94.06666666666666,
2018-08-20 04:15:00,57.733333333333334,67.06666666666666,61.6,88.93333333333334,40.93333333333333,,,88.4,
