Date/Time,1441_O_CARN,1502_O_BLPK,1712_O_SQHS,2071_O_NOSD,3037_O_BLPK,4431_O_WBG,4530_O_CNTP,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6582_O_OAKD,7075_O_BLOO,8941_O_MTLE
2018-02-25 20:15:00,378.33333333333326,,,482.8,,,,372.4,372.4,304.3333333333333,,,606.3333333333334
2018-02-25 20:30:00,320.6666666666667,,,450.26666666666665,,,,345.8,345.8,335.1333333333333,,,520.2
2018-02-25 20:45:00,327.53333333333336,,,438.9333333333333,,,294.375,464.4666666666666,464.4666666666666,331.93333333333334,,,502.26666666666665
2018-02-25 21:00:00,370.06666666666666,,,441.53333333333336,,,308.06666666666666,477.53333333333336,477.53333333333336,320.06666666666666,,,579.3333333333334
2018-02-25 21:15:00,349.4,,,461.9333333333333,,,344.06666666666666,479.4666666666666,479.4666666666666,311.46666666666664,,,495.73333333333335
2018-02-25 21:30:00,368.53333333333336,,,482.86666666666673,,,368.4,371.53333333333336,371.53333333333336,296.26666666666665,,,421.86666666666673
2018-02-25 21:45:00,411.13333333333327,,,520.0666666666667,,,358.13333333333327,362.86666666666673,362.86666666666673,291.3333333333333,,,381.26666666666665
2018-02-25 22:00:00,465.06666666666666,,,547.8666666666667,,,349.6,356.06666666666666,356.06666666666666,309.0,,,388.33333333333326
2018-02-25 22:15:00,471.9333333333333,,,587.3333333333334,,,367.86666666666673,367.9333333333333,367.9333333333333,351.13333333333327,,,397.33333333333326
2018-02-25 22:30:00,471.2,,,609.5333333333333,,,423.9333333333333,390.4666666666666,390.4666666666666,341.3333333333333,,,362.4
2018-02-25 22:45:00,469.26666666666665,,,598.8666666666667,,,434.4,403.9333333333333,403.9333333333333,349.33333333333326,,,358.26666666666665
2018-02-25 23:00:00,468.6,,,603.0,,,439.26666666666665,412.66666666666674,412.66666666666674,349.53333333333336,,,356.7333333333333
2018-02-25 23:15:00,456.6,,,612.8,,,427.8,415.66666666666674,415.66666666666674,375.06666666666666,,,338.0
2018-02-25 23:30:00,452.8,,,683.6,,,421.66666666666674,437.0,437.0,375.13333333333327,,,344.9333333333333
2018-02-25 23:45:00,473.2,,,682.2,,,460.73333333333335,441.6,441.6,377.8,,,375.4666666666666
2018-02-26 00:00:00,539.4666666666667,,,718.5333333333333,,,919.2666666666668,462.2,462.2,403.33333333333326,,,361.4
2018-02-26 00:15:00,614.5333333333333,,,712.6666666666665,,,1210.2,449.2,449.2,430.53333333333336,,,378.73333333333335
2018-02-26 00:30:00,616.6,,,738.2666666666668,,,1275.9333333333334,465.13333333333327,465.13333333333327,449.4,,,372.33333333333326
2018-02-26 00:45:00,620.4,,,763.8,,,1337.6,550.0666666666667,550.0666666666667,476.6,,,377.0
2018-02-26 01:00:00,629.0,,,812.6666666666665,,,1349.0666666666666,531.5333333333333,531.5333333333333,471.33333333333326,,,443.33333333333326
2018-02-26 01:15:00,602.6,,,872.2666666666668,,,1225.6,549.1333333333333,549.1333333333333,484.8,,,483.66666666666674
2018-02-26 01:30:00,774.9333333333333,,,1332.4666666666667,,,1162.2666666666667,555.8666666666667,555.8666666666667,514.2,,,484.4666666666666
2018-02-26 01:45:00,1058.7333333333333,,,1613.2666666666669,,,1137.5333333333333,559.4666666666667,559.4666666666667,528.0,,,497.4666666666666
2018-02-26 02:00:00,1191.1333333333334,,,1958.2,,,1140.4666666666667,632.4666666666667,632.4666666666667,614.9333333333333,,,523.8666666666667
2018-02-26 02:15:00,1330.0,,,1953.1333333333332,,,1088.8666666666666,662.5333333333333,662.5333333333333,668.8666666666667,,,551.2666666666668
2018-02-26 02:30:00,1394.666666666667,,,1933.6,,,1077.7333333333333,638.7333333333332,638.7333333333332,729.0666666666667,,,565.8
2018-02-26 02:45:00,1489.4,,,1740.4,,,1026.0,893.8,893.8,872.9333333333333,,,750.2
2018-02-26 03:00:00,1482.0666666666666,,,1664.7333333333331,,,981.6,1316.0,1316.0,1248.7333333333333,,,828.2666666666668
2018-02-26 03:15:00,1474.533333333333,,,1666.466666666667,,,935.4666666666667,1518.1333333333334,1518.1333333333334,1338.6,,,853.6666666666665
2018-02-26 03:30:00,1385.8666666666666,,,1597.0666666666666,,,1043.5333333333333,1514.9333333333334,1514.9333333333334,1463.1333333333334,,,876.2666666666668
2018-02-26 03:45:00,1395.466666666667,,,1599.0666666666666,,,1055.6666666666667,1509.466666666667,1509.466666666667,1457.2666666666669,,,860.4666666666667
2018-02-26 04:00:00,1372.8,,,1705.2,,,1090.7333333333333,1515.7333333333331,1515.7333333333331,1318.9333333333334,,,791.1333333333333
2018-02-26 04:15:00,1364.8,,,1809.2,,,1096.8,1600.2666666666669,1600.2666666666669,1315.9333333333334,,,734.9333333333333
2018-02-26 04:30:00,1392.2666666666669,,,1786.8,,,1123.1333333333334,1853.1333333333332,1853.1333333333332,1259.3333333333333,,,725.6666666666665
2018-02-26 04:45:00,1396.533333333333,,,1803.333333333333,,,1109.2,2056.0666666666666,2056.0666666666666,1202.4,,,718.4
2018-02-26 05:00:00,1402.0666666666666,,,1815.466666666667,,,1107.5333333333333,2108.0666666666666,2108.0666666666666,1237.3333333333333,,,709.4666666666667
2018-02-26 05:15:00,1453.7333333333331,,,1848.6,,,1129.1333333333334,2106.333333333333,2106.333333333333,1254.9333333333334,,,726.4
2018-02-26 05:30:00,1471.1333333333334,,,1806.2666666666669,,,1155.4,2120.4,2120.4,1250.5333333333333,,,737.1333333333333
2018-02-26 05:45:00,1419.0666666666666,,,1885.333333333333,,,1148.5333333333333,2095.4,2095.4,1223.2666666666667,,,769.8666666666667
2018-02-26 06:00:00,1405.6,,,1923.4,,,1155.5333333333333,2102.5333333333333,2102.5333333333333,1229.9333333333334,,,782.9333333333333
2018-02-26 06:15:00,1363.4666666666667,,,1965.6,,,1223.3333333333333,1936.666666666667,1936.666666666667,1285.1333333333334,,,785.6666666666665
2018-02-26 06:30:00,1349.5333333333333,,,2066.266666666667,,,1297.8666666666666,2187.6,2187.6,1383.666666666667,,,800.2
2018-02-26 06:45:00,1360.5333333333333,,,2154.2,,,1423.7333333333331,2236.5333333333333,2236.5333333333333,1340.2,,,777.4
2018-02-26 07:00:00,1396.2,,,2136.6,,,1445.9333333333334,2185.933333333333,2185.933333333333,1327.0666666666666,,,741.9333333333333
2018-02-26 07:15:00,1360.0,,,2212.4666666666667,,,1443.533333333333,2101.733333333333,2101.733333333333,1343.2,,,730.8
2018-02-26 07:30:00,1304.8666666666666,,,2318.333333333333,,,1334.4666666666667,1787.333333333333,1787.333333333333,1421.466666666667,,,1394.9333333333334
2018-02-26 07:45:00,1463.6,,,2311.5333333333333,,,1198.5333333333333,1853.0,1853.0,1489.9333333333334,,,1329.2666666666667
2018-02-26 08:00:00,1592.0666666666666,,,2217.266666666667,,,1087.9333333333334,1956.7333333333331,1956.7333333333331,1533.9333333333334,,,1428.2
