Date/Time,1342_O_CLRN,7218_O_ETNA,8029_O_ETNA,2384_O_MILL,5571_O_BUFF,5624_O_BUFF,4880_O_DOWN,5651_O_SHRP,4365_O_ETNA,2071_O_NOSD,4431_O_WBG,6959_O_BRHT,5106_O_ETNA,8119_O_SHRP,4135_O_SHRP,1754_O_SHRP,8457_O_NSEW,8749_O_CNTP
2019-07-27 20:45:00,,,,121.66666666666667,966.1333333333333,966.1333333333333,549.0,615.1333333333333,,,898.1333333333333,837.2,,600.9333333333333,600.9333333333333,,,
2019-07-27 21:00:00,,,,1.0,1008.8,1008.8,557.4,633.3333333333334,,,1180.4666666666667,936.2,,661.4,661.4,,,
2019-07-27 21:15:00,,,,352.25,1028.9333333333334,1028.9333333333334,562.6666666666666,663.8666666666667,,,4426.4,1014.4,,711.1333333333333,711.1333333333333,,,
2019-07-27 21:30:00,,,,32.5,1094.8666666666666,1094.8666666666666,558.7333333333333,772.8666666666667,,,2286.8,1050.3333333333333,,711.8,711.8,,,
2019-07-27 21:45:00,,,,267.3333333333333,1181.9333333333334,1181.9333333333334,564.8666666666667,809.6,,,1268.7333333333333,1096.0666666666666,,768.2666666666667,768.2666666666667,,,
2019-07-27 22:00:00,,,,141.63636363636363,1197.4,1197.4,566.7333333333333,836.0666666666667,,,1069.4,1173.7333333333333,,971.7333333333333,971.7333333333333,,,
2019-07-27 22:15:00,,,,217.0,1171.2666666666667,1171.2666666666667,572.9333333333333,894.2,,,1062.3333333333333,1250.6666666666667,,977.4666666666667,977.4666666666667,,,
2019-07-27 22:30:00,,,,,1209.2666666666667,1209.2666666666667,573.0666666666667,1143.4,,,1087.0666666666666,1293.4,,1021.2,1021.2,,,
2019-07-27 22:45:00,,,,,1326.8666666666666,1326.8666666666666,593.7333333333333,1290.6666666666667,,,1054.4,1429.5333333333333,,1244.0666666666666,1244.0666666666666,,,
2019-07-27 23:00:00,,,,111.5,1423.0,1423.0,646.7333333333333,1181.8,,,1004.8,1670.0666666666666,,1164.6,1164.6,,,
2019-07-27 23:15:00,,,,221.71428571428572,1392.4666666666667,1392.4666666666667,615.4666666666667,1086.1333333333334,,,1036.7333333333333,2118.6,,1163.2,1163.2,,,
2019-07-27 23:30:00,,,,,1383.6666666666667,1383.6666666666667,616.2666666666667,1100.0666666666666,,,1036.9333333333334,2292.9333333333334,,1128.0666666666666,1128.0666666666666,,,
2019-07-27 23:45:00,,,,1984.0,1380.8,1380.8,604.8666666666667,1110.4666666666667,,,1023.1333333333333,2376.8,,1193.6666666666667,1193.6666666666667,,,
2019-07-28 00:00:00,,,,,1470.2,1470.2,592.2,1123.9333333333334,,,1066.6666666666667,3097.2,,1125.6666666666667,1125.6666666666667,,,
2019-07-28 00:15:00,,,,1568.0,1520.6,1520.6,583.6,1114.6666666666667,,,1017.9333333333333,3019.6,,1552.5333333333333,1552.5333333333333,,,
2019-07-28 00:30:00,,,,182.8,1548.3333333333333,1548.3333333333333,597.4,1158.4666666666667,,,1005.4,3522.5333333333333,,2017.9333333333334,2017.9333333333334,,,
2019-07-28 00:45:00,,,,341.0,1537.2666666666667,1537.2666666666667,609.1333333333333,1210.2,,,980.4666666666667,4008.0,,1205.0666666666666,1205.0666666666666,,,
2019-07-28 01:00:00,,,,8.0,1515.6666666666667,1515.6666666666667,602.4666666666667,1205.9333333333334,,,1020.6,3695.733333333333,,1265.7333333333333,1265.7333333333333,,,
2019-07-28 01:15:00,,,,37.0,1527.8666666666666,1527.8666666666666,620.4,1244.9333333333334,,,1015.2,4083.0,,1154.6,1154.6,,,
2019-07-28 01:30:00,,,,1926.0,1543.0,1543.0,624.9333333333333,1276.5333333333333,,,973.7333333333333,4090.4666666666667,,1209.9333333333334,1209.9333333333334,,,
2019-07-28 01:45:00,,,,,1546.2666666666667,1546.2666666666667,627.7333333333333,1266.2666666666667,,,1031.8,4978.666666666667,,1304.3333333333333,1304.3333333333333,,,
2019-07-28 02:00:00,,,,,1515.1333333333334,1515.1333333333334,648.6,1269.4666666666667,,,1012.6,4640.866666666667,,1300.1333333333334,1300.1333333333334,,,
2019-07-28 02:15:00,,,,2361.5,1524.3333333333333,1524.3333333333333,654.2666666666667,1299.7333333333333,,,1071.0,4344.6,,1262.6666666666667,1262.6666666666667,,,
2019-07-28 02:30:00,,,,,1522.4,1522.4,866.0666666666667,1345.0666666666666,,,1123.5333333333333,4537.733333333334,,1234.2666666666667,1234.2666666666667,,,
2019-07-28 02:45:00,,,,840.5,1530.0,1530.0,801.0666666666667,1422.5333333333333,,,1082.8666666666666,4628.333333333333,,1230.0666666666666,1230.0666666666666,,,
2019-07-28 03:00:00,,,,664.8888888888889,1588.4666666666667,1588.4666666666667,727.5333333333333,1389.3333333333333,,,1307.2666666666667,4760.666666666667,,1223.3333333333333,1223.3333333333333,,,
2019-07-28 03:15:00,,,,115.73333333333333,1644.6,1644.6,690.2,1406.9333333333334,,,1270.3333333333333,4691.4,,1273.2666666666667,1273.2666666666667,,,
2019-07-28 03:30:00,,,,70.2,1728.1333333333334,1728.1333333333334,679.6666666666666,1438.2666666666667,,,1318.3333333333333,4973.8,,1171.6666666666667,1171.6666666666667,,,
2019-07-28 03:45:00,,,,823.0,1823.0666666666666,1823.0666666666666,676.1333333333333,1494.2,,,1379.8666666666666,5540.8,,1126.2,1126.2,,,
2019-07-28 04:00:00,,,,196.66666666666666,1890.6,1890.6,681.4666666666667,1512.8,,,1302.1333333333334,6274.0,,1115.1333333333334,1115.1333333333334,,,
2019-07-28 04:15:00,,,,91.33333333333333,1917.2,1917.2,679.8666666666667,1549.5333333333333,,,1197.2,6384.533333333334,,1162.0666666666666,1162.0666666666666,,,
2019-07-28 04:30:00,,,,97.0,1930.6,1930.6,687.0666666666667,1542.4666666666667,,,1140.5333333333333,6016.4,,1214.6,1214.6,,,
2019-07-28 04:45:00,,,,1068.0,2022.0666666666666,2022.0666666666666,683.2,1560.6666666666667,,,1177.3333333333333,5755.666666666667,,1147.9333333333334,1147.9333333333334,,,
2019-07-28 05:00:00,,,,,1990.5333333333333,1990.5333333333333,679.1333333333333,1571.9333333333334,,,1114.8666666666666,5767.066666666667,,1255.9333333333334,1255.9333333333334,,,
2019-07-28 05:15:00,,,,1501.0,1976.7333333333333,1976.7333333333333,675.4,1548.4,,,1143.5333333333333,6044.2,,1431.0666666666666,1431.0666666666666,,,
