Date/Time,1955_O_PETE,2071_O_NOSD,2427_O_ELIB,2963_O_LWCV,4431_O_WBG,4645_O_SOSD,5571_O_BUFF,5624_O_BUFF,5938_O_SOSD,6227_O_ELIB,7543_O_MILL,8185_O_SWPK,8581_O_SOSD
2016-08-06 01:30:00,,,,,1768.333333333333,1194.3333333333333,2327.8,2327.8,2331.0666666666666,1702.8666666666666,,,1187.2
2016-08-06 01:45:00,,,,,1797.333333333333,1374.8666666666666,2362.6,2362.6,1708.8666666666666,1745.8666666666666,,,1462.2
2016-08-06 02:00:00,,,,,1807.666666666667,2404.133333333333,2514.2,2514.2,1310.0,3040.6,,,2034.533333333333
2016-08-06 02:15:00,,,,,1868.2666666666669,1800.7333333333331,2650.8,2650.8,1294.5333333333333,2475.133333333333,,,1565.9333333333334
2016-08-06 02:30:00,,,,,1887.8,1324.0,1651.533333333333,1651.533333333333,1161.0,2532.6,,,1184.7333333333333
2016-08-06 02:45:00,,,,,1891.4,815.5333333333333,2116.6,2116.6,1162.0,1455.2,,,774.6
2016-08-06 03:00:00,,,,,1978.0666666666666,749.6,1886.6,1886.6,1274.8666666666666,1105.7333333333333,,,697.2666666666668
2016-08-06 03:15:00,,,,,2102.333333333333,736.2666666666668,1856.0,1856.0,1468.9333333333334,1086.2,,,665.2
2016-08-06 03:30:00,,,,,2272.133333333333,757.8,1827.2666666666669,1827.2666666666669,1536.2666666666669,1012.2666666666668,,,681.8666666666667
2016-08-06 03:45:00,,,,,2330.8,787.8,1903.2666666666669,1903.2666666666669,1575.4,1034.6666666666667,,,775.8
2016-08-06 04:00:00,,,,,2326.266666666667,841.4,2139.5333333333333,2139.5333333333333,1517.2666666666669,1078.7333333333333,,,772.8
2016-08-06 04:15:00,,,,,2399.4,975.7333333333332,2496.8,2496.8,1509.666666666667,1291.4666666666667,,,901.5333333333333
2016-08-06 04:30:00,,,,,2351.933333333333,981.9333333333333,3166.5333333333333,3166.5333333333333,1477.8666666666666,1472.4,,,878.8666666666667
2016-08-06 04:45:00,,,,,2562.0666666666666,960.2666666666668,3809.066666666666,3809.066666666666,1529.2,1515.1333333333334,,,877.8
2016-08-06 05:00:00,,,,,2525.333333333333,1017.6,4188.333333333333,4188.333333333333,1441.0666666666666,1523.0,,,918.4666666666667
2016-08-06 05:15:00,,,,,2636.933333333333,1021.7333333333332,4770.666666666667,4770.666666666667,1486.533333333333,1644.4,,,947.4
2016-08-06 05:30:00,,,,,2678.4,1130.2666666666667,5010.933333333333,5010.933333333333,1679.2,1852.1333333333332,,,1024.7333333333333
2016-08-06 05:45:00,,,,,2629.933333333333,1255.4,5273.733333333334,5273.733333333334,1653.8,1998.4,,,1163.1333333333334
2016-08-06 06:00:00,,,,,2555.5333333333333,1334.4666666666667,5450.0,5450.0,1881.2666666666669,2078.733333333333,,,1202.0666666666666
2016-08-06 06:15:00,,,,,2827.4,1421.666666666667,5561.533333333334,5561.533333333334,1901.466666666667,2272.0,,,1373.6666666666667
2016-08-06 06:30:00,,,,,3591.066666666666,1543.8666666666666,5666.133333333332,5666.133333333332,1977.2,2333.733333333333,,,1551.466666666667
2016-08-06 06:45:00,,,,,3507.933333333333,1612.466666666667,5700.866666666668,5700.866666666668,2052.0666666666666,2342.5333333333333,,,1625.4
2016-08-06 07:00:00,,,,,3393.733333333333,1592.0666666666666,5873.866666666668,5873.866666666668,2000.6,2348.0666666666666,,,1553.533333333333
2016-08-06 07:15:00,,,,,4407.066666666667,1625.1333333333334,5668.266666666666,5668.266666666666,2296.0,2621.733333333333,,,1613.9333333333334
