Date/Time,1356_O_MTLE,7881_O_PLHL,5825_O_BADN,4052_O_GNFD,3268_O_BLOO,4654_O_SQHL,6486_O_HIPK
2015-10-25 21:00:00,,46.8,77.2,31.533333333333335,35.93333333333333,69.46666666666667,64.66666666666667
2015-10-25 21:15:00,,58.93333333333333,76.0,30.533333333333335,31.466666666666665,41.06666666666667,67.6
2015-10-25 21:30:00,,52.06666666666667,69.33333333333333,29.0,31.8,36.06666666666667,73.53333333333333
2015-10-25 21:45:00,,47.333333333333336,60.4,30.8,31.333333333333332,38.13333333333333,72.73333333333333
2015-10-25 22:00:00,,39.733333333333334,47.733333333333334,32.06666666666667,31.0,37.86666666666667,77.33333333333333
2015-10-25 22:15:00,,36.93333333333333,59.0,31.533333333333335,31.6,43.53333333333333,69.93333333333334
2015-10-25 22:30:00,,36.6,70.6,27.666666666666668,33.4,37.53333333333333,67.06666666666666
2015-10-25 22:45:00,,33.266666666666666,69.2,28.4,33.333333333333336,34.2,68.13333333333334
2015-10-25 23:00:00,,34.2,62.266666666666666,28.8,35.666666666666664,30.933333333333334,72.33333333333333
2015-10-25 23:15:00,,36.53333333333333,49.666666666666664,27.533333333333335,35.86666666666667,32.06666666666667,82.6
2015-10-25 23:30:00,,36.46666666666667,49.2,28.866666666666667,33.86666666666667,33.6,82.33333333333333
2015-10-25 23:45:00,,37.93333333333333,57.93333333333333,28.733333333333334,35.733333333333334,32.06666666666667,71.86666666666666
2015-10-26 00:00:00,,39.6,57.86666666666667,29.866666666666667,35.8,30.666666666666668,67.8
2015-10-26 00:15:00,,37.4,52.93333333333333,28.466666666666665,32.06666666666667,31.4,71.13333333333334
2015-10-26 00:30:00,,38.733333333333334,61.13333333333333,28.0,33.0,29.8,71.53333333333333
2015-10-26 00:45:00,,38.86666666666667,70.33333333333333,29.133333333333333,35.06666666666667,28.666666666666668,67.6
2015-10-26 01:00:00,,39.46666666666667,67.46666666666667,29.266666666666666,35.2,27.066666666666666,67.0
2015-10-26 01:15:00,,38.266666666666666,81.53333333333333,29.866666666666667,35.733333333333334,26.333333333333332,69.66666666666667
2015-10-26 01:30:00,,38.6,77.73333333333333,27.066666666666666,35.93333333333333,24.2,80.93333333333334
2015-10-26 01:45:00,,37.06666666666667,74.46666666666667,26.333333333333332,35.266666666666666,25.2,88.93333333333334
2015-10-26 02:00:00,,35.06666666666667,72.6,27.533333333333335,36.53333333333333,27.2,91.33333333333333
2015-10-26 02:15:00,,35.666666666666664,76.46666666666667,32.0,34.666666666666664,29.0,104.06666666666666
2015-10-26 02:30:00,,35.733333333333334,82.8,38.733333333333334,34.333333333333336,33.93333333333333,103.8
