Date/Time,1354_O_SHADY,1502_O_BLPK,2071_O_NOSD,4431_O_WBG,4530_O_CNTP,4574_O_MTLE,4816_O_GIBS,4839_O_RBN,4860_O_SQHN,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6517_O_USCL,6582_O_OAKD,6758_O_MTLE,6812_O_DUQS,7543_O_MILL,8941_O_MTLE
2018-04-23 00:00:00,,,,1198.2,,,,,,835.6666666666665,835.6666666666665,654.6666666666666,,710.0666666666667,,,1155.1333333333334,711.9333333333333
2018-04-23 00:15:00,,,,1085.3333333333333,,,,,,723.0,723.0,676.5333333333333,,751.8666666666667,,,1166.6666666666667,747.2
2018-04-23 00:30:00,,,,1102.8,,,,,,746.6666666666665,746.6666666666665,706.2,,755.6666666666665,,,1079.8,753.2666666666668
2018-04-23 00:45:00,,,,1180.0666666666666,,,,,,776.2666666666668,776.2666666666668,748.9333333333333,,752.7333333333332,,,1027.8,777.8
2018-04-23 01:00:00,,,,1224.4,,,,,,823.0,823.0,802.8666666666667,,764.4666666666667,,,1071.4,754.9333333333333
2018-04-23 01:15:00,,,,1237.2,,,,,,1051.0666666666666,1051.0666666666666,857.7333333333332,,772.1333333333333,,,1311.8,748.1333333333333
2018-04-23 01:30:00,,,,1173.2,,,,,,839.3333333333335,839.3333333333335,886.2666666666668,,758.7333333333332,,,1204.7333333333333,832.5333333333333
2018-04-23 01:45:00,,,,1200.2666666666667,,,,,,826.1333333333333,826.1333333333333,898.1333333333333,,763.1333333333333,,,1140.9333333333334,871.2666666666668
2018-04-23 02:00:00,,,,1187.9333333333334,,,,,,856.0,856.0,892.4,,762.8,,,1116.4,837.8
2018-04-23 02:15:00,,,,1168.7333333333333,,,,,,866.4666666666667,866.4666666666667,874.4666666666667,,777.2666666666668,,,1137.6,833.3333333333335
2018-04-23 02:30:00,,,,1158.3333333333333,,,,,,991.4,991.4,847.9333333333333,,798.0666666666667,,,1137.4,833.0
2018-04-23 02:45:00,,,,1188.6,,,,,,1141.2,1141.2,816.2666666666668,,795.6,,,1174.8,825.2666666666668
2018-04-23 03:00:00,,,,1293.8666666666666,,,,,,898.2,898.2,812.2666666666668,,816.0,,,1177.0666666666666,831.1333333333333
2018-04-23 03:15:00,,,,1369.4,,,,,,863.5333333333333,863.5333333333333,830.0,,864.3333333333335,,,1191.3333333333333,842.6666666666665
2018-04-23 03:30:00,,,,1336.4,,,,,,872.9333333333333,872.9333333333333,806.2666666666668,,887.3333333333335,,,1226.8666666666666,796.8666666666667
2018-04-23 03:45:00,,,,1314.4666666666667,,,,,,860.8666666666667,860.8666666666667,788.8,,930.1333333333333,,,1270.2666666666667,765.8666666666667
2018-04-23 04:00:00,,,,1297.8666666666666,,,,,,850.6666666666665,850.6666666666665,785.9333333333333,,1118.1333333333334,,,1313.6,848.7333333333332
2018-04-23 04:15:00,,,,1271.6666666666667,,,,,,827.8,827.8,776.2,,1281.6,,,1452.1333333333334,872.2666666666668
2018-04-23 04:30:00,,,,1248.8,,,,,,843.7333333333332,843.7333333333332,758.7333333333332,,1144.0666666666666,,,1551.466666666667,947.2
2018-04-23 04:45:00,,,,1264.2,,,,,,843.4,843.4,763.2,,1010.4,,,1467.2,925.7333333333332
2018-04-23 05:00:00,,,,1293.3333333333333,,,,,,843.7333333333332,843.7333333333332,746.1333333333333,,1087.1333333333334,,,1431.0666666666666,936.0666666666667
2018-04-23 05:15:00,,,,1276.6666666666667,,,,,,839.1333333333333,839.1333333333333,768.4666666666667,,1052.3333333333333,,,1466.2,1119.6666666666667
2018-04-23 05:30:00,,,,1380.6,,,,,,845.8666666666667,845.8666666666667,746.3333333333335,,1027.5333333333333,,,1475.6,1185.3333333333333
2018-04-23 05:45:00,,,,1479.1333333333334,,,,,,865.0,865.0,771.3333333333335,,1059.6666666666667,,,1512.333333333333,1261.2666666666667
2018-04-23 06:00:00,,,,1595.0666666666666,,,,,,878.2,878.2,789.4,,1077.9333333333334,,,1558.0,1388.8
