Date/Time,1502_O_BLPK,2071_O_NOSD,2348_O_HILL,2533_O_ALTN,2759_O_BRHT,3555_O_SCLL,4431_O_WBG,4860_O_SQHN,5571_O_BUFF,5575_O_ETNA,5624_O_BUFF,6582_O_OAKD,6959_O_ELIB,7324_O_NSHR,8485_O_FRSP,8609_O_DOWN,8941_O_MTLE
2018-08-18 07:15:00,,,,,,2076.133333333333,,,1817.533333333333,,,,925.7333333333332,959.6666666666665,,,
2018-08-18 07:30:00,,,,,,1967.1333333333332,,,1634.466666666667,,,,866.0,907.4666666666667,,,
2018-08-18 07:45:00,,,,,,1882.1333333333332,,,1551.8,,,,872.3333333333335,872.5333333333333,,,
2018-08-18 08:00:00,,,,,,1867.7333333333331,,,1402.8,,,,849.4,758.7333333333332,,,
2018-08-18 08:15:00,,,,,,1575.2,,,1350.6666666666667,,,,821.1333333333333,621.2666666666668,,,
2018-08-18 08:30:00,,,,,,1533.0666666666666,,,1032.0666666666666,,,,724.0666666666667,594.4,,,
2018-08-18 08:45:00,,,,,,1523.4,,,780.8,,,,697.0,561.7333333333332,,,
2018-08-18 09:00:00,,,,,,1511.0,,,536.8666666666667,,,,652.1333333333333,414.53333333333336,,,
2018-08-18 09:15:00,,,,,,1398.0666666666666,,,570.125,,,,667.4666666666667,367.9333333333333,,,
2018-08-18 09:30:00,,,588.7333333333332,,,1047.7333333333333,,,,,,,620.6666666666666,366.86666666666673,,,
2018-08-18 09:45:00,,,729.5333333333333,,,986.6,,,,,,,705.3333333333335,495.06666666666666,,,
2018-08-18 10:00:00,,,1174.6,,,534.4666666666667,,,559.6,,,,904.3333333333335,743.0,,,
2018-08-18 10:15:00,,,1288.3333333333333,,,526.2666666666668,,,534.6666666666666,,,,1137.3333333333333,739.8666666666667,,,
2018-08-18 10:30:00,,,1599.4,,,531.6,,,562.8666666666667,,,,1151.2,715.0,,,
2018-08-18 10:45:00,,,1372.9333333333334,,,628.8666666666667,,,611.9333333333333,,,,1324.9333333333334,795.5333333333333,,,
2018-08-18 11:00:00,,,1405.1333333333334,,3163.0,476.26666666666665,,,633.3333333333334,,,,1346.8,877.7333333333332,,,
2018-08-18 11:15:00,,,1581.333333333333,,3326.933333333333,530.2,,,687.3333333333335,,,,1441.1333333333334,965.4,,,
2018-08-18 11:30:00,,,1463.9333333333334,,3290.933333333333,659.8666666666667,,,681.6,,,,1459.8666666666666,996.6666666666665,,,
2018-08-18 11:45:00,,,1482.533333333333,,3368.666666666666,734.5333333333333,,,664.4666666666667,,,,1493.666666666667,896.4,,,
2018-08-18 12:00:00,,,1234.8666666666666,,3350.266666666667,817.8,,,673.2666666666668,,,,1421.666666666667,815.4,,,
2018-08-18 12:15:00,,,1169.5333333333333,,3382.2,837.0,,,730.2666666666668,,,,1380.9333333333334,791.2666666666668,,,
2018-08-18 12:30:00,,,1196.0666666666666,,3190.0,873.6666666666665,,,815.6666666666665,,,,1180.5333333333333,846.1333333333333,,,
2018-08-18 12:45:00,,,934.7333333333332,,2284.266666666667,897.6666666666665,,,740.6666666666665,,,,938.8666666666667,733.9333333333333,,,
2018-08-18 13:00:00,,,908.4666666666667,,2359.4,1024.2666666666667,,,755.4666666666667,,,,811.2,743.3333333333335,,,
2018-08-18 13:15:00,,,939.7333333333332,,2118.933333333333,1056.7333333333333,,,838.4,,,,851.2,749.9333333333333,,,
2018-08-18 13:30:00,,,764.4666666666667,,2093.933333333333,1023.2666666666668,,,826.8,,,,707.0666666666667,879.2666666666668,,,
2018-08-18 13:45:00,,,546.8,,2051.866666666667,1047.6666666666667,,,794.3333333333335,,,,555.6,859.6666666666665,,,
2018-08-18 14:00:00,,,860.0666666666667,,1730.2,1122.1333333333334,,,754.9333333333333,,,,470.26666666666665,1200.4,,,793.4666666666667
2018-08-18 14:15:00,,,585.6,,1487.0666666666666,1067.5333333333333,,,730.7333333333332,,,,432.2,753.8666666666667,,,783.7333333333332
2018-08-18 14:30:00,,,473.8,,1348.8666666666666,1120.1333333333334,,,814.2,,,,384.8,628.9333333333333,,,790.9333333333333
2018-08-18 14:45:00,,,416.86666666666673,,1166.5333333333333,1195.2,,,893.3333333333335,,,,251.4,693.2666666666668,,,752.6666666666665
2018-08-18 15:00:00,,,437.33333333333326,,1160.4666666666667,1317.8,,,813.7333333333332,,,,204.06666666666663,562.3333333333334,,,754.6666666666665
2018-08-18 15:15:00,,,302.06666666666666,,1220.9333333333334,1677.8,,,647.2,,,,198.6,487.66666666666674,,,740.0666666666667
2018-08-18 15:30:00,,,275.6666666666667,,1213.8666666666666,1490.7333333333331,,,925.0,,,,185.9333333333333,565.7333333333332,,,729.6666666666665
2018-08-18 15:45:00,,,279.93333333333334,,1197.4666666666667,1630.4,,,902.9333333333333,,,,153.2,591.0666666666667,,,713.6666666666665
2018-08-18 16:00:00,,,259.73333333333335,,1016.2666666666668,1667.8666666666666,,,892.3333333333335,,,,202.26666666666668,514.8,,,742.3333333333335
2018-08-18 16:15:00,,,305.4,,989.0666666666667,1737.4,,,938.6,,,,264.93333333333334,540.8666666666667,,,731.6
2018-08-18 16:30:00,,,413.6,,936.4,1695.4,,,976.0666666666667,,,,332.53333333333336,525.9333333333333,,,738.4
2018-08-18 16:45:00,,,501.06666666666666,,880.4,1588.4,,,1043.8,,,,246.06666666666663,492.53333333333336,,,788.9333333333333
